system,system_label,multiplicity,multiplicity_label,state_index,state_label,orca_state_index,source_file,excitation_energy_au,excitation_energy_ev,excitation_energy_cm1,wavelength_nm,spin_expectation_s2,oscillator_strength,transition_dipole_strength_au2,transition_dipole_x_au,transition_dipole_y_au,transition_dipole_z_au,dominant_transitions
pdi_terminal_functionalized,Terminal-functionalized PDI,singlet,Singlet,18,S18,18,calculations/pdi_terminal_functionalized/excited_state_calculations/tda_singlets/pdi_terminal_functionalized_tda_singlets_tprint.out,0.216408,5.888753,47496.0,210.544063233761,0.0,0.214491732,1.48672,-1.2174,-0.06812,0.00213,HOMO → LUMO+5 (45.2%); HOMO-4 → LUMO+1 (21.0%); HOMO-1 → LUMO+2 (12.5%); HOMO-19 → LUMO (10.6%)
pdi_terminal_functionalized,Terminal-functionalized PDI,singlet,Singlet,19,S19,19,calculations/pdi_terminal_functionalized/excited_state_calculations/tda_singlets/pdi_terminal_functionalized_tda_singlets_tprint.out,0.218899,5.956551,48042.8,208.1476317419258,0.0,0.377808694,2.58892,0.06142,-1.60783,-0.00616,HOMO → LUMO+6 (36.9%); HOMO → LUMO+4 (20.8%); HOMO-2 → LUMO (12.1%); HOMO-4 → LUMO+2 (10.4%); HOMO-1 → LUMO+1 (8.9%)
pdi_terminal_functionalized,Terminal-functionalized PDI,singlet,Singlet,20,S20,20,calculations/pdi_terminal_functionalized/excited_state_calculations/tda_singlets/pdi_terminal_functionalized_tda_singlets_tprint.out,0.220594,6.002663,48414.8,206.54865748751843,0.0,2.67e-07,0.0,0.00011,-0.00132,0.00023,HOMO-2 → LUMO+2 (66.1%); HOMO-3 → LUMO+4 (9.1%); HOMO-1 → LUMO+6 (8.5%)
pdi_terminal_functionalized,Terminal-functionalized PDI,singlet,Singlet,21,S21,21,calculations/pdi_terminal_functionalized/excited_state_calculations/tda_singlets/pdi_terminal_functionalized_tda_singlets_tprint.out,0.221206,6.019329,48549.2,205.97677648123238,0.0,6.5882e-05,0.00045,0.02111,-0.0011,-0.00011,HOMO-24 → LUMO (47.0%); HOMO-13 → LUMO (14.2%); HOMO-20 → LUMO (5.2%)
pdi_terminal_functionalized,Terminal-functionalized PDI,singlet,Singlet,22,S22,22,calculations/pdi_terminal_functionalized/excited_state_calculations/tda_singlets/pdi_terminal_functionalized_tda_singlets_tprint.out,0.222721,6.060555,48881.7,204.5756509098589,0.0,0.048955881,0.32971,-0.11804,-0.56194,-0.00191,HOMO-3 → LUMO+1 (29.6%); HOMO-18 → LUMO (29.0%); HOMO-6 → LUMO+1 (12.2%); HOMO-11 → LUMO (10.3%)
pdi_terminal_functionalized,Terminal-functionalized PDI,singlet,Singlet,23,S23,23,calculations/pdi_terminal_functionalized/excited_state_calculations/tda_singlets/pdi_terminal_functionalized_tda_singlets_tprint.out,0.229337,6.240579,50333.7,198.67419096849824,0.0,0.120488036,0.78806,0.05921,-0.88573,-0.00568,HOMO → LUMO+7 (34.1%); HOMO-1 → LUMO+1 (23.4%); HOMO → LUMO+10 (9.6%); HOMO → LUMO+19 (8.5%); HOMO → LUMO+15 (7.7%)
pdi_terminal_functionalized,Terminal-functionalized PDI,singlet,Singlet,24,S24,24,calculations/pdi_terminal_functionalized/excited_state_calculations/tda_singlets/pdi_terminal_functionalized_tda_singlets_tprint.out,0.229999,6.258595,50479.0,198.10228717467737,0.0,0.390812022,2.54878,-0.14979,1.58944,0.00412,HOMO-1 → LUMO+1 (47.4%); HOMO → LUMO+7 (15.8%); HOMO → LUMO+4 (7.7%); HOMO-2 → LUMO+5 (5.2%)
pdi_terminal_functionalized,Terminal-functionalized PDI,singlet,Singlet,25,S25,25,calculations/pdi_terminal_functionalized/excited_state_calculations/tda_singlets/pdi_terminal_functionalized_tda_singlets_tprint.out,0.231022,6.286423,50703.4,197.22535120528795,0.0,0.738531021,4.7952,-2.1837,-0.16324,0.0001,HOMO-3 → LUMO+2 (68.2%); HOMO-1 → LUMO+3 (8.5%); HOMO-6 → LUMO+2 (7.7%)
pdi_terminal_functionalized,Terminal-functionalized PDI,singlet,Singlet,26,S26,26,calculations/pdi_terminal_functionalized/excited_state_calculations/tda_singlets/pdi_terminal_functionalized_tda_singlets_tprint.out,0.231237,6.292276,50750.6,197.0418945386375,0.0,7.356e-06,5e-05,-0.00279,-0.00066,0.00628,HOMO-2 → LUMO+1 (80.8%); HOMO-1 → LUMO+5 (6.3%); HOMO-1 → LUMO (5.1%)
pdi_terminal_functionalized,Terminal-functionalized PDI,singlet,Singlet,27,S27,27,calculations/pdi_terminal_functionalized/excited_state_calculations/tda_singlets/pdi_terminal_functionalized_tda_singlets_tprint.out,0.232511,6.326959,51030.4,195.9617541381254,0.0,0.000109209,0.0007,-0.02354,-7e-05,0.01226,HOMO-25 → LUMO (69.1%); HOMO-17 → LUMO+1 (15.0%)
pdi_terminal_functionalized,Terminal-functionalized PDI,singlet,Singlet,28,S28,28,calculations/pdi_terminal_functionalized/excited_state_calculations/tda_singlets/pdi_terminal_functionalized_tda_singlets_tprint.out,0.238079,6.478457,52252.3,191.3792102039112,0.0,1.747716655,11.01137,3.31801,0.04177,-0.02133,HOMO-1 → LUMO+3 (28.5%); HOMO-4 → LUMO+1 (15.4%); HOMO-19 → LUMO (12.6%); HOMO-2 → LUMO+4 (10.4%); HOMO-3 → LUMO+2 (9.7%); HOMO → LUMO+5 (7.8%)
pdi_terminal_functionalized,Terminal-functionalized PDI,singlet,Singlet,29,S29,29,calculations/pdi_terminal_functionalized/excited_state_calculations/tda_singlets/pdi_terminal_functionalized_tda_singlets_tprint.out,0.240464,6.543366,52775.8,189.48076326465613,0.0,0.001139561,0.00711,0.01974,-0.08048,-0.01554,HOMO-8 → LUMO (22.0%); HOMO-9 → LUMO+2 (11.2%); HOMO-29 → LUMO (8.1%); HOMO-10 → LUMO+6 (8.0%); HOMO-7 → LUMO+2 (7.4%); HOMO-8 → LUMO+6 (5.9%); HOMO-8 → LUMO+5 (5.0%)
pdi_terminal_functionalized,Terminal-functionalized PDI,singlet,Singlet,30,S30,30,calculations/pdi_terminal_functionalized/excited_state_calculations/tda_singlets/pdi_terminal_functionalized_tda_singlets_tprint.out,0.241336,6.567075,52967.0,188.796684064062,0.0,0.041936786,0.26065,0.01338,-0.51037,0.00129,HOMO-3 → LUMO+1 (23.0%); HOMO-4 → LUMO+2 (20.4%); HOMO-18 → LUMO (20.3%); HOMO-11 → LUMO (13.8%); HOMO → LUMO+6 (5.8%)
pdi_terminal_functionalized,Terminal-functionalized PDI,triplet,Triplet,1,T1,16,calculations/pdi_terminal_functionalized/excited_state_calculations/tda_triplets/pdi_terminal_functionalized_tda_triplets_tprint.out,0.058985,1.605,12945.6,772.4872174454828,2.0,nan,nan,nan,nan,nan,HOMO → LUMO (89.6%)
pdi_terminal_functionalized,Terminal-functionalized PDI,triplet,Triplet,2,T2,17,calculations/pdi_terminal_functionalized/excited_state_calculations/tda_triplets/pdi_terminal_functionalized_tda_triplets_tprint.out,0.107848,2.935,23669.8,422.43338466780233,2.0,nan,nan,nan,nan,nan,HOMO-4 → LUMO (47.7%); HOMO → LUMO+1 (40.9%)
pdi_terminal_functionalized,Terminal-functionalized PDI,triplet,Triplet,3,T3,18,calculations/pdi_terminal_functionalized/excited_state_calculations/tda_triplets/pdi_terminal_functionalized_tda_triplets_tprint.out,0.113533,3.089,24917.7,401.3732547750081,2.0,nan,nan,nan,nan,nan,HOMO → LUMO+2 (37.6%); HOMO-3 → LUMO (36.3%); HOMO-6 → LUMO (10.5%)
pdi_terminal_functionalized,Terminal-functionalized PDI,triplet,Triplet,4,T4,19,calculations/pdi_terminal_functionalized/excited_state_calculations/tda_triplets/pdi_terminal_functionalized_tda_triplets_tprint.out,0.12169,3.311,26707.9,374.46148716399875,2.0,nan,nan,nan,nan,nan,HOMO-1 → LUMO (79.5%); HOMO-2 → LUMO+1 (9.4%)
pdi_terminal_functionalized,Terminal-functionalized PDI,triplet,Triplet,5,T5,20,calculations/pdi_terminal_functionalized/excited_state_calculations/tda_triplets/pdi_terminal_functionalized_tda_triplets_tprint.out,0.125267,3.409,27493.0,363.6966805514814,2.0,nan,nan,nan,nan,nan,HOMO-2 → LUMO (81.6%); HOMO-1 → LUMO+1 (11.8%)
pdi_terminal_functionalized,Terminal-functionalized PDI,triplet,Triplet,6,T6,21,calculations/pdi_terminal_functionalized/excited_state_calculations/tda_triplets/pdi_terminal_functionalized_tda_triplets_tprint.out,0.154354,4.2,33876.8,295.20047238095236,2.0,nan,nan,nan,nan,nan,HOMO → LUMO+3 (64.9%); HOMO → LUMO+2 (9.0%); HOMO-3 → LUMO (7.8%)
pdi_terminal_functionalized,Terminal-functionalized PDI,triplet,Triplet,7,T7,22,calculations/pdi_terminal_functionalized/excited_state_calculations/tda_triplets/pdi_terminal_functionalized_tda_triplets_tprint.out,0.154388,4.201,33884.2,295.1302032849322,2.0,nan,nan,nan,nan,nan,HOMO → LUMO+6 (21.8%); HOMO-4 → LUMO+2 (21.4%); HOMO-18 → LUMO (18.5%); HOMO-3 → LUMO+1 (9.6%); HOMO-6 → LUMO+1 (9.1%)
pdi_terminal_functionalized,Terminal-functionalized PDI,triplet,Triplet,8,T8,23,calculations/pdi_terminal_functionalized/excited_state_calculations/tda_triplets/pdi_terminal_functionalized_tda_triplets_tprint.out,0.15551,4.232,34130.6,292.96833270321355,2.0,nan,nan,nan,nan,nan,HOMO-3 → LUMO (29.3%); HOMO → LUMO+3 (20.2%); HOMO-5 → LUMO+1 (11.9%); HOMO-6 → LUMO (10.5%); HOMO → LUMO+2 (10.0%)
pdi_terminal_functionalized,Terminal-functionalized PDI,triplet,Triplet,9,T9,24,calculations/pdi_terminal_functionalized/excited_state_calculations/tda_triplets/pdi_terminal_functionalized_tda_triplets_tprint.out,0.156239,4.251,34290.5,291.6589000235238,2.0,nan,nan,nan,nan,nan,HOMO-7 → LUMO (29.4%); HOMO-9 → LUMO (21.6%); HOMO-8 → LUMO+1 (13.4%); HOMO-10 → LUMO+1 (9.3%); HOMO-8 → LUMO+2 (5.2%)
pdi_terminal_functionalized,Terminal-functionalized PDI,triplet,Triplet,10,T10,25,calculations/pdi_terminal_functionalized/excited_state_calculations/tda_triplets/pdi_terminal_functionalized_tda_triplets_tprint.out,0.156283,4.253,34300.1,291.52174559134727,2.0,nan,nan,nan,nan,nan,HOMO-8 → LUMO (30.1%); HOMO-10 → LUMO (20.9%); HOMO-7 → LUMO+1 (11.8%); HOMO-9 → LUMO+1 (11.1%); HOMO-7 → LUMO+2 (5.1%)
pdi_terminal_functionalized,Terminal-functionalized PDI,triplet,Triplet,11,T11,26,calculations/pdi_terminal_functionalized/excited_state_calculations/tda_triplets/pdi_terminal_functionalized_tda_triplets_tprint.out,0.159896,4.351,35093.2,284.9556387037463,2.0,nan,nan,nan,nan,nan,HOMO-5 → LUMO (53.1%); HOMO-3 → LUMO+1 (14.5%); HOMO-6 → LUMO+1 (9.7%); HOMO-5 → LUMO+5 (6.0%)
pdi_terminal_functionalized,Terminal-functionalized PDI,triplet,Triplet,12,T12,27,calculations/pdi_terminal_functionalized/excited_state_calculations/tda_triplets/pdi_terminal_functionalized_tda_triplets_tprint.out,0.161757,4.402,35501.6,281.654244434348,2.0,nan,nan,nan,nan,nan,HOMO-9 → LUMO (29.6%); HOMO-7 → LUMO (20.3%); HOMO-10 → LUMO+1 (13.6%); HOMO-8 → LUMO+1 (6.3%); HOMO-9 → LUMO+6 (5.5%); HOMO-10 → LUMO+2 (5.4%)
pdi_terminal_functionalized,Terminal-functionalized PDI,triplet,Triplet,13,T13,28,calculations/pdi_terminal_functionalized/excited_state_calculations/tda_triplets/pdi_terminal_functionalized_tda_triplets_tprint.out,0.162298,4.416,35620.2,280.7613188405797,2.0,nan,nan,nan,nan,nan,HOMO-10 → LUMO (29.6%); HOMO-8 → LUMO (18.4%); HOMO-9 → LUMO+1 (12.2%); HOMO-7 → LUMO+1 (8.3%); HOMO-9 → LUMO+2 (5.9%); HOMO-10 → LUMO+6 (5.6%)
pdi_terminal_functionalized,Terminal-functionalized PDI,triplet,Triplet,14,T14,29,calculations/pdi_terminal_functionalized/excited_state_calculations/tda_triplets/pdi_terminal_functionalized_tda_triplets_tprint.out,0.164262,4.47,36051.4,277.3695713646532,2.0,nan,nan,nan,nan,nan,HOMO-19 → LUMO (23.0%); HOMO → LUMO+5 (18.7%); HOMO-4 → LUMO+1 (18.4%); HOMO-1 → LUMO+2 (18.1%)
pdi_terminal_functionalized,Terminal-functionalized PDI,triplet,Triplet,15,T15,30,calculations/pdi_terminal_functionalized/excited_state_calculations/tda_triplets/pdi_terminal_functionalized_tda_triplets_tprint.out,0.166939,4.543,36638.8,272.912609289016,2.0,nan,nan,nan,nan,nan,HOMO → LUMO+1 (45.1%); HOMO-4 → LUMO (25.7%); HOMO-2 → LUMO+3 (9.8%); HOMO-1 → LUMO+4 (7.1%)
