system,source_file,cp_index,signature,cp_type,line,x,y,z,raw_line
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPs.txt,99,"(3,-1)",bond,100,6.076368,5.711742,-0.412327,99    6.076368    5.711742   -0.412327      2
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPs.txt,100,"(3,-3)",nuclear,101,-6.450391,-6.340143,-0.382515,100   -6.450391   -6.340143   -0.382515      1
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPs.txt,101,"(3,-3)",nuclear,102,-1.84357,-6.404171,-0.393394,101   -1.843570   -6.404171   -0.393394      1
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPs.txt,102,"(3,-3)",nuclear,103,1.887418,-6.386611,-0.372591,102    1.887418   -6.386611   -0.372591      1
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPs.txt,103,"(3,-3)",nuclear,104,-10.685024,-4.398894,-0.345831,103  -10.685024   -4.398894   -0.345831      1
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPs.txt,104,"(3,-3)",nuclear,105,-14.447475,-3.269379,2.066625,104  -14.447475   -3.269379    2.066625      1
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPs.txt,105,"(3,-3)",nuclear,106,6.491856,-6.279771,-0.383005,105    6.491856   -6.279771   -0.383005      1
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPs.txt,106,"(3,-3)",nuclear,107,-5.409222,-4.60803,-0.369444,106   -5.409222   -4.608030   -0.369444      1
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPs.txt,107,"(3,-3)",nuclear,108,-2.778573,-4.615496,-0.377983,107   -2.778573   -4.615496   -0.377983      1
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPs.txt,108,"(3,-3)",nuclear,109,-14.507217,-0.885527,6.174988,108  -14.507217   -0.885527    6.174988      1
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPs.txt,109,"(3,-3)",nuclear,110,-14.468303,-3.22883,-2.712335,109  -14.468303   -3.228830   -2.712335      1
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPs.txt,110,"(3,-3)",nuclear,111,2.805184,-4.588978,-0.374354,110    2.805184   -4.588978   -0.374354      1
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPs.txt,111,"(3,-3)",nuclear,112,5.43554,-4.557003,-0.383009,111    5.435540   -4.557003   -0.383009      1
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPs.txt,112,"(3,-3)",nuclear,113,-14.683296,-1.243893,2.112066,112  -14.683296   -1.243893    2.112066      1
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPs.txt,113,"(3,-3)",nuclear,114,-9.520203,-2.402334,-0.333466,113   -9.520203   -2.402334   -0.333466      1
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPs.txt,114,"(3,-3)",nuclear,115,-16.697348,-0.873871,2.068591,114  -16.697348   -0.873871    2.068591      1
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPs.txt,115,"(3,-3)",nuclear,116,-11.572833,-0.625579,4.708795,115  -11.572833   -0.625579    4.708795      1
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPs.txt,116,"(3,-3)",nuclear,117,-6.727103,-2.352302,-0.345808,116   -6.727103   -2.352302   -0.345808      1
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPs.txt,117,"(3,-3)",nuclear,118,-13.551958,-0.148073,4.529164,117  -13.551958   -0.148073    4.529164      1
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPs.txt,118,"(3,-3)",nuclear,119,10.701814,-4.304222,-0.402147,118   10.701814   -4.304222   -0.402147      1
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPs.txt,119,"(3,-3)",nuclear,120,-1.377827,-2.382336,-0.358885,119   -1.377827   -2.382336   -0.358885      1
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPs.txt,120,"(3,-3)",nuclear,121,-14.698104,-1.202181,-2.723376,120  -14.698104   -1.202181   -2.723376      1
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPs.txt,121,"(3,-3)",nuclear,122,1.383129,-2.369259,-0.376963,121    1.383129   -2.369259   -0.376963      1
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPs.txt,122,"(3,-3)",nuclear,123,-16.710742,-0.826749,-2.664064,122  -16.710742   -0.826749   -2.664064      1
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPs.txt,123,"(3,-3)",nuclear,124,-13.597328,-0.062384,-0.299016,123  -13.597328   -0.062384   -0.299016      1
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPs.txt,124,"(3,-3)",nuclear,125,13.728678,-1.983547,4.409667,124   13.728678   -1.983547    4.409667      1
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPs.txt,125,"(3,-3)",nuclear,126,6.733219,-2.288878,-0.389997,125    6.733219   -2.288878   -0.389997      1
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPs.txt,126,"(3,-3)",nuclear,127,-10.776779,-0.08131,-0.307905,126  -10.776779   -0.081310   -0.307905      1
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPs.txt,127,"(3,-3)",nuclear,128,9.52552,-2.31557,-0.40425,127    9.525520   -2.315570   -0.404250      1
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPs.txt,128,"(3,-3)",nuclear,129,-13.706806,1.889827,4.564474,128  -13.706806    1.889827    4.564474      1
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPs.txt,129,"(3,-3)",nuclear,130,-14.545861,-0.771423,-6.780552,129  -14.545861   -0.771423   -6.780552      1
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPs.txt,130,"(3,-3)",nuclear,131,-5.393218,-0.048759,-0.328037,130   -5.393218   -0.048759   -0.328037      1
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPs.txt,131,"(3,-3)",nuclear,132,-11.600399,-0.557011,-5.328922,131  -11.600399   -0.557011   -5.328922      1
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPs.txt,132,"(3,-3)",nuclear,133,-13.575171,-0.070374,-5.127851,132  -13.575171   -0.070374   -5.127851      1
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPs.txt,133,"(3,-3)",nuclear,134,-2.699127,-0.03611,-0.360001,133   -2.699127   -0.036110   -0.360001      1
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPs.txt,134,"(3,-3)",nuclear,135,14.034158,-1.972348,-0.435619,134   14.034158   -1.972348   -0.435619      1
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPs.txt,135,"(3,-3)",nuclear,136,-14.05055,1.92564,-0.280654,135  -14.050550    1.925640   -0.280654      1
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPs.txt,136,"(3,-3)",nuclear,137,2.682554,-0.011083,-0.357755,136    2.682554   -0.011083   -0.357755      1
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPs.txt,137,"(3,-3)",nuclear,138,13.572634,0.054507,4.396374,137   13.572634    0.054507    4.396374      1
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPs.txt,138,"(3,-3)",nuclear,139,11.594781,0.529106,4.59651,138   11.594781    0.529106    4.596510      1
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPs.txt,139,"(3,-3)",nuclear,140,5.376636,0.001541,-0.39074,139    5.376636    0.001541   -0.390740      1
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPs.txt,140,"(3,-3)",nuclear,141,14.540658,0.775828,6.041883,140   14.540658    0.775828    6.041883      1
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPs.txt,141,"(3,-3)",nuclear,142,13.662732,-1.968486,-5.280175,141   13.662732   -1.968486   -5.280175      1
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPs.txt,142,"(3,-3)",nuclear,143,-9.541847,2.268485,-0.287559,142   -9.541847    2.268485   -0.287559      1
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPs.txt,143,"(3,-3)",nuclear,144,10.760161,0.034414,-0.419245,143   10.760161    0.034414   -0.419245      1
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPs.txt,144,"(3,-3)",nuclear,145,-6.749543,2.241685,-0.302898,144   -6.749543    2.241685   -0.302898      1
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPs.txt,145,"(3,-3)",nuclear,146,13.580697,0.015702,-0.432434,145   13.580697    0.015702   -0.432434      1
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPs.txt,146,"(3,-3)",nuclear,147,-13.717315,1.968822,-5.125253,146  -13.717315    1.968822   -5.125253      1
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPs.txt,147,"(3,-3)",nuclear,148,-1.399552,2.321838,-0.32945,147   -1.399552    2.321838   -0.329450      1
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPs.txt,148,"(3,-3)",nuclear,149,16.698171,0.80799,1.918676,148   16.698171    0.807990    1.918676      1
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPs.txt,149,"(3,-3)",nuclear,150,14.684101,1.175147,1.981377,149   14.684101    1.175147    1.981377      1
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPs.txt,150,"(3,-3)",nuclear,151,1.361106,2.334992,-0.372306,150    1.361106    2.334992   -0.372306      1
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPs.txt,151,"(3,-3)",nuclear,152,-10.717913,4.257074,-0.259568,151  -10.717913    4.257074   -0.259568      1
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPs.txt,152,"(3,-3)",nuclear,153,13.521387,0.070695,-5.260845,152   13.521387    0.070695   -5.260845      1
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPs.txt,153,"(3,-3)",nuclear,154,6.710272,2.305285,-0.399684,153    6.710272    2.305285   -0.399684      1
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPs.txt,154,"(3,-3)",nuclear,155,11.545297,0.56001,-5.441509,154   11.545297    0.560010   -5.441509      1
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPs.txt,155,"(3,-3)",nuclear,156,16.676433,0.800091,-2.814079,155   16.676433    0.800091   -2.814079      1
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPs.txt,156,"(3,-3)",nuclear,157,9.503354,2.355459,-0.416542,156    9.503354    2.355459   -0.416542      1
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPs.txt,157,"(3,-3)",nuclear,158,14.663776,1.177934,-2.854158,157   14.663776    1.177934   -2.854158      1
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPs.txt,158,"(3,-3)",nuclear,159,-5.451644,4.509593,-0.282307,158   -5.451644    4.509593   -0.282307      1
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPs.txt,159,"(3,-3)",nuclear,160,-2.821318,4.541475,-0.297403,159   -2.821318    4.541475   -0.297403      1
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPs.txt,160,"(3,-3)",nuclear,161,14.445723,3.200718,1.95739,160   14.445723    3.200718    1.957390      1
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPs.txt,161,"(3,-3)",nuclear,162,14.479345,0.788069,-6.913974,161   14.479345    0.788069   -6.913974      1
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPs.txt,162,"(3,-3)",nuclear,163,2.76155,4.568327,-0.388157,162    2.761550    4.568327   -0.388157      1
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPs.txt,163,"(3,-3)",nuclear,164,5.392171,4.561,-0.403722,163    5.392171    4.561000   -0.403722      1
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPs.txt,164,"(3,-3)",nuclear,165,-6.507781,6.232284,-0.256953,164   -6.507781    6.232284   -0.256953      1
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPs.txt,165,"(3,-3)",nuclear,166,14.435887,3.204555,-2.821658,165   14.435887    3.204555   -2.821658      1
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPs.txt,166,"(3,-3)",nuclear,167,10.667929,4.352162,-0.429086,166   10.667929    4.352162   -0.429086      1
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPs.txt,167,"(3,-3)",nuclear,168,-1.903199,6.338803,-0.275587,167   -1.903199    6.338803   -0.275587      1
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPs.txt,168,"(3,-3)",nuclear,169,1.826201,6.356872,-0.397041,168    1.826201    6.356872   -0.397041      1
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPs.txt,169,"(3,-3)",nuclear,170,6.433164,6.293225,-0.416727,169    6.433164    6.293225   -0.416727      1
