system,source_file,cp_index,start_line,signature,cp_type,corresponding_nucleus,position_bohr,position_angstrom,density_of_all_electrons,density_of_alpha_electrons,density_of_beta_electrons,spin_density_of_electrons,lagrangian_kinetic_energy_g_r,g_r_in_x_y_z,hamiltonian_kinetic_energy_k_r,potential_energy_density_v_r,energy_density_e_r_or_h_r,laplacian_of_electron_density,electron_localization_function_elf,localized_orbital_locator_lol,local_information_entropy,interaction_region_indicator_iri,reduced_density_gradient_rdg,reduced_density_gradient_with_promolecular_approximation,sign_lambda2_rho,sign_lambda2_rho_with_promolecular_approximation,corr_hole_for_alpha_ref,source_function_ref,wavefunction_value_for_orbital_1,average_local_ionization_energy_alie,van_der_waals_potential_probe_atom,delta_g_under_promolecular_approximation,delta_g_under_hirshfeld_partition,user_defined_real_space_function,esp_from_nuclear_charges,esp_from_electrons,total_esp,norm_of_gradient_is,total,eigenvalues_of_hessian,determinant_of_hessian,ellipticity_of_electron_density,eta_index,stiffness,eigenvalues_of_stress_tensor,stress_tensor_stiffness,stress_tensor_polarizability
pdi,calculations/pdi/multiwfn_analysis/qtaim/pdi_CPprop.txt,78,5385,"(3,+1)",ring,,0.01400209899,0.00740959169,0.02319380284,0.01159690142,0.01159690142,0.0,0.03099266884,0.003181037532,-0.004217159328,-0.02677550951,0.004217159328,0.1408393127,0.02961574255,0.148758659,0.001050932953,1.313641952e-15,5.109595917e-16,0.005853525706,0.02319380284,0.05553196114,-5.345124025e-05,-0.002407496945,7.102201224e-06,0.8505040045,112212.8381,0.08331729566,0.04709831013,1.0,33.07774417,-32.90059855,111.1606,2.09115472e-17,0.1408393127,0.08148694687,-9.926471083e-05,-1.213765,0.198031,0.926398,-0.008114345207,1.280809,0.780757
pdi,calculations/pdi/multiwfn_analysis/qtaim/pdi_CPprop.txt,79,5454,"(3,-1)",bond,,0.020572329135,0.010886407753,0.4189909122,0.2094954561,0.2094954561,0.0,0.6735512218,0.1771594791,0.7631174148,-1.436668637,-0.7631174148,-0.358264772,0.5000374373,0.5000224303,0.01292214778,6.400247891e-16,100.0,100.0,-0.4189909122,-0.3699673086,-5.939750689e-06,0.002742522902,0.0001223241628,1.387179134,48412971620.0,0.4359258935,0.6569139456,1.0,33.60860351,-31.31337491,1440.279,2.458226289e-16,-0.358264772,1.812843382,2.130051189,0.114398,0.631211,0.566415,-0.2281131547,2.678508,0.373342
pdi,calculations/pdi/multiwfn_analysis/qtaim/pdi_CPprop.txt,80,5524,"(3,-1)",bond,,-0.006550633517,-0.003466445974,0.3071839602,0.1535919801,0.1535919801,0.0,0.09415076878,0.05406621882,0.3193803848,-0.4135311536,-0.3193803848,-0.9009184641,0.9478773474,0.810062901,0.009950649739,8.405293312e-16,100.0,100.0,-0.3071839602,-0.2125194896,-9.834078232e-05,0.01160709952,-1.543113226e-05,0.7235034499,143475539.3,0.4108725589,0.559042751,1.0,35.46172483,-34.58552753,549.8226,2.294516905e-16,-0.9009184641,0.3145984322,0.1155809145,0.157931,2.07324,1.790469,0.06793865596,3.664418,0.272895
pdi,calculations/pdi/multiwfn_analysis/qtaim/pdi_CPprop.txt,81,5594,"(3,-1)",bond,,0.006928724118,0.003666522904,0.2829211886,0.1414605943,0.1414605943,0.0,0.07173498071,0.03691497241,0.2742779345,-0.3460129152,-0.2742779345,-0.8101718152,0.9596948281,0.8299407162,0.009281094176,4.907464611e-16,100.0,100.0,-0.2829211886,-0.195963547,-0.01502327952,0.02744977921,2.585113081e-06,0.7122316661,95981156.29,0.3825143934,0.5250129862,1.0,35.84211858,-35.04282043,501.5676,1.223740118e-16,-0.8101718152,0.3156693854,0.0998790962,0.080594,1.852337,1.714183,0.06810345881,3.070534,0.325676
pdi,calculations/pdi/multiwfn_analysis/qtaim/pdi_CPprop.txt,82,5664,"(3,-1)",bond,,-0.004330214141,-0.002291450642,0.309151058,0.154575529,0.154575529,0.0,0.179430582,0.07229097015,0.4319201856,-0.6113507676,-0.4319201856,-1.009958414,0.8364737886,0.6934220267,0.01000450328,2.952560219e-16,100.0,100.0,-0.309151058,-0.2623926273,-1.205897646e-08,0.008002916198,4.927550892e-05,0.9067609738,2757474188.0,0.2754728581,0.4508701558,1.0,32.76538531,-31.34426466,891.7674,8.116832332e-17,-1.009958414,0.3547837113,0.1648281564,0.099336,2.014353,1.832335,-0.001743935518,176.09842,0.005679
pdi,calculations/pdi/multiwfn_analysis/qtaim/pdi_CPprop.txt,83,5734,"(3,-1)",bond,,0.027286542373,0.014439416388,0.3253561687,0.1626780844,0.1626780844,0.0,0.1113405868,0.06706958317,0.3554139271,-0.4667545139,-0.3554139271,-0.976293361,0.9402987335,0.7987519157,0.01044580733,5.582554512e-16,100.0,100.0,-0.3253561687,-0.2237719181,-8.092430092e-05,0.01112428785,6.995196489e-06,0.7257673279,190010650.1,0.4370939207,0.5833151679,1.0,33.61560513,-32.68715333,582.6128,1.6234089e-16,-0.976293361,0.3133307675,0.1290216589,0.217741,2.259978,1.855877,0.06788091349,4.117959,0.242839
pdi,calculations/pdi/multiwfn_analysis/qtaim/pdi_CPprop.txt,84,5804,"(3,+1)",ring,,-0.000932114354,-0.000493253674,0.02319369086,0.01159684543,0.01159684543,0.0,0.03099311573,0.003179450224,-0.004217255557,-0.02677586017,0.004217255557,0.1408414852,0.02961445157,0.1487558141,0.001050928439,1.573882283e-15,6.121844341e-16,0.005852841882,0.02319369086,0.05553196711,-5.398328138e-05,-0.002411748497,-6.227785532e-06,0.8505012362,112212.9021,0.08331736896,0.0470980831,1.0,33.07773997,-32.90059415,111.1608,2.505411678e-17,0.1408414852,0.08148696346,-9.926453918e-05,-1.213754,0.198026,0.926419,-0.008114325373,1.280803,0.78076
pdi,calculations/pdi/multiwfn_analysis/qtaim/pdi_CPprop.txt,85,5873,"(3,-1)",bond,,0.029789747844,0.015764055677,0.3169457914,0.1584728957,0.1584728957,0.0,0.1066383937,0.06444558614,0.3389533896,-0.4455917833,-0.3389533896,-0.9292599838,0.9402422041,0.7986716406,0.01021728939,3.508409818e-16,100.0,100.0,-0.3169457914,-0.2188465622,-0.004028038069,0.01819861838,2.60660673e-07,0.7259898192,171424560.2,0.4179827781,0.5711175143,1.0,34.78851197,-33.88128931,569.2913,9.91274207e-17,-0.9292599838,0.3129253253,0.1194979768,0.223013,2.18391,1.78568,0.0680359083,3.947965,0.253295
pdi,calculations/pdi/multiwfn_analysis/qtaim/pdi_CPprop.txt,86,5943,"(3,-1)",bond,,0.000523771695,0.000277168044,0.2805756189,0.1402878094,0.1402878094,0.0,0.06740277703,0.03366517782,0.2687234793,-0.3361262563,-0.2687234793,-0.8052828089,0.9632774996,0.8366655252,0.009215827982,1.333798549e-15,100.0,100.0,-0.2805756189,-0.1901658833,-4.991390291e-05,0.007624294039,6.541973179e-05,0.7134852776,90039969.14,0.3455748954,0.5211321451,1.0,32.99925973,-32.2134263,493.1183,3.29568096e-16,-0.8052828089,0.3299165156,0.1060002037,0.109984,1.810113,1.630756,0.06611203573,3.052912,0.327556
pdi,calculations/pdi/multiwfn_analysis/qtaim/pdi_CPprop.txt,87,6013,"(3,-1)",bond,,0.001402495617,0.000742168719,0.3169439012,0.1584719506,0.1584719506,0.0,0.1066367311,0.06445274702,0.3389493049,-0.445586036,-0.3389493049,-0.9292502951,0.9402428389,0.7986725492,0.01021723791,9.275615944e-16,100.0,100.0,-0.3169439012,-0.2188455621,-0.004086623713,0.01821966828,-4.042710871e-06,0.7259899509,171419726.2,0.4179843542,0.571115074,1.0,34.78849185,-33.8812733,569.2887,2.620736743e-16,-0.9292502951,0.3129256402,0.1194962466,0.223018,2.183895,1.785661,0.06803652392,3.94789,0.2533
pdi,calculations/pdi/multiwfn_analysis/qtaim/pdi_CPprop.txt,88,6083,"(3,-1)",bond,,0.042211430674,0.022337327153,0.3197207491,0.1598603745,0.1598603745,0.0,0.1024971499,0.05950955691,0.3445629292,-0.4470600791,-0.3445629292,-0.968263117,0.9460432174,0.8072360871,0.01029280954,5.398213831e-16,100.0,100.0,-0.3197207491,-0.2196311299,-8.594900967e-05,0.01255252825,-9.161442885e-07,0.722909679,173843120.4,0.4335900406,0.5758235205,1.0,32.6989343,-31.78794022,571.6579,1.539919391e-16,-0.968263117,0.3131286861,0.1277670115,0.167732,2.204432,1.887789,0.0683484345,3.903616,0.256173
pdi,calculations/pdi/multiwfn_analysis/qtaim/pdi_CPprop.txt,89,6153,"(3,-1)",bond,,0.003800446271,0.002011109558,0.3253557341,0.162677867,0.162677867,0.0,0.1113397322,0.06707651604,0.3554133674,-0.4667530996,-0.3554133674,-0.9762945409,0.9402993453,0.7987527916,0.01044579555,6.056938756e-16,100.0,100.0,-0.3253557341,-0.2237714966,-8.292700278e-05,0.01113722021,-1.559252575e-05,0.7257667212,190008523.4,0.4370938196,0.583314765,1.0,33.61559251,-32.68714333,582.6111,1.761357423e-16,-0.9762945409,0.3133300724,0.1290214485,0.217743,2.259986,1.855881,0.06788063423,4.117963,0.242839
pdi,calculations/pdi/multiwfn_analysis/qtaim/pdi_CPprop.txt,90,6223,"(3,-1)",bond,,0.004711530545,0.002493234593,0.4189883192,0.2094941596,0.2094941596,0.0,0.6735425607,0.177151228,0.7631097522,-1.436652313,-0.7631097522,-0.3582687659,0.5000387094,0.5000230664,0.01292208077,1.893864945e-15,100.0,100.0,-0.4189883192,-0.3699654194,-6.185235479e-06,0.002744917512,-0.0003454127658,1.387169873,48411422180.0,0.4359231751,0.6569072884,1.0,33.60857431,-31.31335795,1440.271,7.273963417e-16,-0.3582687659,1.812805292,2.129938754,0.114406,0.631217,0.566415,-0.2281075737,2.678538,0.373338
pdi,calculations/pdi/multiwfn_analysis/qtaim/pdi_CPprop.txt,91,6293,"(3,-1)",bond,,0.055149176821,0.029183687573,0.2888110863,0.1444055432,0.1444055432,0.0,0.03350986978,0.01503778566,0.2963393991,-0.3298492689,-0.2963393991,-1.051318117,0.9915136688,0.9153426356,0.009444555526,3.705845497e-16,100.0,100.0,-0.2888110863,-0.1794003058,-6.264852214e-05,0.01000122537,-2.075377547e-06,0.6386987232,15682988130.0,0.3130173404,0.54636647,1.0,28.1422226,-27.26521225,550.3328,9.452845398e-17,-1.051318117,0.5385091802,0.3402745586,0.005726,1.480352,1.471923,0.1286294978,1.789944,0.558677
pdi,calculations/pdi/multiwfn_analysis/qtaim/pdi_CPprop.txt,92,6363,"(3,-1)",bond,,0.005753624823,0.003044687136,0.3197211076,0.1598605538,0.1598605538,0.0,0.1024976258,0.05951303253,0.3445638363,-0.4470614622,-0.3445638363,-0.968264842,0.9460429342,0.8072356553,0.01029281929,4.624425835e-16,100.0,100.0,-0.3197211076,-0.2196313173,-8.516175686e-05,0.01256519036,2.902220658e-07,0.7229097657,173844158.7,0.433586624,0.5758239566,1.0,32.69892313,-31.78792761,571.6588,1.319186683e-16,-0.968264842,0.3131287629,0.127767407,0.167732,2.204434,1.887792,0.06834881541,3.903607,0.256173
pdi,calculations/pdi/multiwfn_analysis/qtaim/pdi_CPprop.txt,93,6433,"(3,+1)",ring,,0.028535040051,0.015100092907,0.01344524686,0.006722623432,0.006722623432,0.0,0.01362668408,0.0008277719282,-0.002398765054,-0.01122791903,0.002398765054,0.06410179655,0.02498205508,0.138069737,0.0006458724829,5.626624765e-16,2.485487455e-16,0.1478382851,0.01344524686,0.02944355096,-1.96326028e-05,-0.0009853561145,-8.123020048e-06,0.731781168,61299.2299,0.04015853573,0.02653817864,1.0,28.20846532,-28.10540484,64.67148,4.916698891e-18,0.06410179655,0.06322995892,-8.93520236e-06,-1.929299,0.181237,0.195025,-0.002541116681,1.778108,0.562396
pdi,calculations/pdi/multiwfn_analysis/qtaim/pdi_CPprop.txt,94,6502,"(3,-1)",bond,,0.061094899168,0.032330028342,0.2883965106,0.1441982553,0.1441982553,0.0,0.03845309204,0.01818698675,0.2973255158,-0.3357786078,-0.2973255158,-1.035489695,0.9888031877,0.9038447135,0.009433069667,1.059935846e-14,100.0,100.0,-0.2883965106,-0.181698333,-9.851334239e-05,0.01341011882,4.363921427e-06,0.648454668,11446683980.0,0.3017314807,0.5351915362,1.0,29.37523252,-28.488266,556.5804,2.699408315e-15,-1.035489695,0.5171287756,0.3116361012,0.013818,1.511492,1.490891,0.1225607011,1.870266,0.534683
pdi,calculations/pdi/multiwfn_analysis/qtaim/pdi_CPprop.txt,95,6572,"(3,-1)",bond,,0.034285578907,0.01814314702,0.01449999354,0.00724999677,0.00724999677,0.0,0.01119379311,0.0002970413772,-0.001985299343,-0.009208493767,0.001985299343,0.05271636981,0.04655115299,0.1811057191,0.0006910642141,5.367152205e-17,2.329455546e-17,0.0630247588,-0.01449999354,-0.02619208412,-7.594903715e-08,-0.0007073253878,-4.786473887e-06,0.6583108427,253928.818,0.04261889185,0.02871579367,1.0,26.3787763,-26.26891188,68.94102,5.096223909e-19,0.05271636981,0.07798028863,1.174413454e-05,0.621224,0.20038,0.123598,-0.000718281464,6.260478,0.159732
pdi,calculations/pdi/multiwfn_analysis/qtaim/pdi_CPprop.txt,96,6642,"(3,-1)",bond,,0.004669854272,0.002471180459,0.2883953849,0.1441976925,0.1441976925,0.0,0.03845271281,0.01818983682,0.2973238046,-0.3357765174,-0.2973238046,-1.035484367,0.988803262,0.9038450053,0.009433038476,1.127852689e-14,100.0,100.0,-0.2883953849,-0.1816976219,-0.000101637939,0.01341702023,-3.400481677e-06,0.6484542164,11446421790.0,0.3017306215,0.5351899668,1.0,29.37519578,-28.48823389,556.5775,2.872364273e-15,-1.035484367,0.5171280631,0.3116332421,0.01382,1.51149,1.490885,0.1225604937,1.870262,0.534685
pdi,calculations/pdi/multiwfn_analysis/qtaim/pdi_CPprop.txt,97,6712,"(3,-1)",bond,,0.010764772366,0.005696472217,0.2888107665,0.1444053832,0.1444053832,0.0,0.03350958999,0.01503877741,0.2963382434,-0.3298478334,-0.2963382434,-1.051314614,0.9915137783,0.9153431396,0.009444546665,6.876474839e-16,100.0,100.0,-0.2888107665,-0.1794000327,-6.328227825e-05,0.0100092731,6.62312961e-06,0.6386997757,15683851380.0,0.3130193736,0.5463673899,1.0,28.1421931,-27.26518111,550.3338,1.754044371e-16,-1.051314614,0.5385181031,0.3402825229,0.00572,1.480328,1.471909,0.1286316048,1.789912,0.558687
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPprop.txt,1,1,"(3,-1)",bond,,-0.37814158587,-0.200103909737,0.2890023605,0.1445011802,0.1445011802,0.0,0.03364944241,0.01511073848,0.2966836585,-0.3303331009,-0.2966836585,-1.052136864,0.9914621569,0.9151057543,0.007097185817,9.424329043e-16,100.0,100.0,-0.2890023605,-0.1795042001,-5.595386099e-05,0.00997614442,2.380833314e-06,0.6313608712,15709075420.0,0.3130773368,0.5466132275,1.0,33.94500278,-33.07474616,546.0947,2.405702778e-16,-1.052136864,0.5390974123,0.3412487578,0.006406,1.480544,1.47112,0.1286830733,1.791413,0.558218
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPprop.txt,2,71,"(3,-1)",bond,,-0.387995856947,-0.205318565421,0.2880472764,0.1440236382,0.1440236382,0.0,0.03854761767,0.0182481787,0.2968084293,-0.335356047,-0.2968084293,-1.033043247,0.9887036852,0.9034551195,0.007077136676,3.222087795e-15,100.0,100.0,-0.2880472764,-0.1816241993,-9.478704692e-05,0.01329322026,2.650018217e-06,0.6421570986,11279905550.0,0.3011644459,0.5342571296,1.0,34.56932211,-33.68921764,552.2744,8.194972871e-16,-1.033043247,0.5159106326,0.3094356713,0.014033,1.511644,1.490725,0.1222495944,1.871937,0.534206
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPprop.txt,3,141,"(3,-1)",bond,,-0.381292854117,-0.201771489079,0.0140501572,0.007025078601,0.007025078601,0.0,0.0108560857,0.0002923654295,-0.001941903617,-0.008914182085,0.001941903617,0.05119195728,0.04464370585,0.177881815,0.0004967689643,1.115931775e-15,4.879122314e-16,0.06771598981,-0.0140501572,-0.02560267784,-9.059014634e-08,-0.000683432247,-6.424992869e-06,0.6520123362,228463.1713,0.04135177582,0.02780039427,1.0,31.45921735,-31.35769441,63.70666,1.023497876e-17,0.05119195728,0.07517836628,1.015135204e-05,0.6576,0.199004,0.120056,-0.0007356895532,5.878383,0.170115
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPprop.txt,4,211,"(3,-1)",bond,,-0.373216348809,-0.197497586526,0.2880454441,0.144022722,0.144022722,0.0,0.03855508927,0.01825920612,0.2968066402,-0.3353617295,-0.2968066402,-1.033006204,0.9886991194,0.9034372885,0.007077098201,4.484159774e-15,100.0,100.0,-0.2880454441,-0.1816280467,-9.860338155e-05,0.01330743107,-4.480866838e-07,0.6421304979,11278768370.0,0.30116166,0.5342474311,1.0,34.53228781,-33.65220284,552.2621,1.140481356e-15,-1.033006204,0.5158885602,0.3093987128,0.014081,1.511686,1.490696,0.1222455852,1.871963,0.534198
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPprop.txt,5,281,"(3,+1)",ring,,-0.37854556367,-0.200317685583,0.01313649005,0.006568245026,0.006568245026,0.0,0.013215236,0.0007917802674,-0.002350338769,-0.01086489723,0.002350338769,0.06226229906,0.02459129575,0.1371133251,0.0004676192152,4.964863184e-16,2.205083857e-16,0.1496814889,0.01313649005,0.02881531824,-1.657298197e-05,-0.0009461037898,-1.013883939e-05,0.7228556559,59689.88717,0.03926865567,0.02591131596,1.0,33.30563149,-33.21034423,59.79371,4.228969575e-18,0.06226229906,0.0618851198,-8.011676694e-06,-1.967395,0.180836,0.186931,-0.00243117844,1.802075,0.554916
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPprop.txt,6,350,"(3,-1)",bond,,0.907866496974,0.480422260741,0.01264816013,0.006324080067,0.006324080067,0.0,0.01081775434,0.002863437832,-0.002124079226,-0.008693675113,0.002124079226,0.05176733426,0.03208643613,0.1541480656,0.0004519473609,1.09928479e-14,4.925687328e-15,0.3219683503,-0.01264816013,0.01827344159,-1.946714808e-07,-0.0003107974245,6.468221472e-07,0.5637945684,70902.61516,0.03059625625,0.02590630083,1.0,30.9715097,-30.97721579,-3.580632,8.981322884e-17,0.05176733426,0.06921036087,4.710146694e-06,0.960738,0.166905,0.085124,-0.001077046831,3.716784,0.26905
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPprop.txt,7,420,"(3,-1)",bond,,-0.373784255735,-0.197798109929,0.3192090082,0.1596045041,0.1596045041,0.0,0.1023511901,0.05947727339,0.34356122,-0.4459124101,-0.34356122,-0.9648401194,0.9459159865,0.8070423256,0.007725654649,6.849720121e-16,100.0,100.0,-0.3192090082,-0.2193715972,-7.139862724e-05,0.01244074432,-2.261195917e-06,0.715807782,172779892.0,0.4340239906,0.5750914442,1.0,38.28750623,-37.38477674,566.4718,1.950542778e-16,-0.9648401194,0.3129618585,0.1269754605,0.168797,2.200353,1.882579,0.06833074749,3.896541,0.256638
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPprop.txt,8,490,"(3,-1)",bond,,-0.383004262819,-0.202677127563,0.2891126714,0.1445563357,0.1445563357,0.0,0.03360876509,0.01508522242,0.2968666877,-0.3304754528,-0.2968666877,-1.05303169,0.9914933405,0.915249026,0.007099500738,1.151276768e-15,100.0,100.0,-0.2891126714,-0.1795229918,-5.689632196e-05,0.009999110729,7.168836629e-06,0.6313262538,15764513080.0,0.313211877,0.5468719438,1.0,33.8046582,-32.93426006,546.1835,2.94004231e-16,-1.05303169,0.5393834498,0.341936826,0.006346,1.480813,1.471475,0.1287660227,1.791224,0.558278
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPprop.txt,9,560,"(3,-1)",bond,,2.084125559585,1.102871750793,0.2815832679,0.140791634,0.140791634,0.0,0.04013977772,0.01747908561,0.2844876198,-0.3246273975,-0.2844876198,-0.9773913682,0.9868141439,0.8964063309,0.006941144892,1.784446796e-15,100.0,100.0,-0.2815832679,-0.1790736802,-1.383364464e-07,0.005221086395,-4.096758729e-07,0.5806818777,9308521962.0,0.2948323238,0.5220605385,1.0,30.92366825,-30.12200601,503.0511,4.426608699e-16,-0.9773913682,0.5057645013,0.2781319974,0.01011,1.473626,1.458877,0.1185543564,1.871562,0.534313
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPprop.txt,10,630,"(3,+1)",ring,,0.617772864731,0.32691132153,0.01222151468,0.006110757338,0.006110757338,0.0,0.01184724749,0.002511377529,-0.002286213056,-0.009561034431,0.002286213056,0.05653384218,0.02406254207,0.135810992,0.0004382000947,4.27472407e-15,1.930820568e-15,0.2952480131,0.01222151468,0.02146370921,-1.990603544e-07,-0.0003464641595,1.074596867e-06,0.608292737,26385.63807,0.03227243859,0.02503471682,1.0,32.43705602,-32.42201503,9.438372,3.363145244e-17,0.05653384218,0.05909246744,-3.369165795e-06,-2.401093,0.15125,0.107952,-0.001778765569,2.247995,0.444841
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPprop.txt,11,699,"(3,-1)",bond,,-1.565355678872,-0.828350552217,0.01262139122,0.006310695608,0.006310695608,0.0,0.01079952887,0.002761696605,-0.002122103156,-0.008677425711,0.002122103156,0.05168652809,0.03197194214,0.1539076661,0.000451086349,4.881755719e-15,2.188504084e-15,0.322066362,-0.01262139122,0.01825946242,-4.132770752e-07,-0.0003088225,1.43758195e-06,0.5639858023,69648.78435,0.03054518295,0.02585020929,1.0,30.97915445,-30.98487039,-3.586811,3.979183756e-17,0.05168652809,0.06899604944,4.608085126e-06,0.981476,0.166732,0.084145,-0.001079673025,3.699311,0.270321
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPprop.txt,12,769,"(3,-1)",bond,,-0.337569392941,-0.178634029843,0.4153602648,0.2076801324,0.2076801324,0.0,0.6627505879,0.1747593774,0.7545285438,-1.417279132,-0.7545285438,-0.3671118233,0.50086749,0.5004375175,0.009662167786,7.778445109e-15,100.0,100.0,-0.4153602648,-0.3681223095,-5.377660428e-06,0.002811377691,5.74349165e-06,1.372495342,47045115040.0,0.431277263,0.6471801612,1.0,41.8079632,-39.53143198,1428.546,2.959104032e-15,-0.3671118233,1.776698626,2.035660316,0.111912,0.635283,0.571343,-0.2226093112,2.710077,0.368993
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPprop.txt,13,839,"(3,-1)",bond,,-0.357786766544,-0.189332603217,0.324666395,0.1623331975,0.1623331975,0.0,0.1109785844,0.06678316315,0.3540249592,-0.4650035437,-0.3540249592,-0.9721854993,0.9402671914,0.7987068101,0.007838080691,5.807983866e-16,100.0,100.0,-0.324666395,-0.2234149102,-7.4812953e-05,0.01103801036,7.93980513e-07,0.7179468314,188218624.8,0.4367132326,0.5824101347,1.0,39.83955558,-38.92063398,576.6325,1.685025486e-16,-0.9721854993,0.3133909637,0.1282392084,0.217591,2.252327,1.849822,0.06789787953,4.101837,0.243793
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPprop.txt,14,909,"(3,-1)",bond,,-0.378547082731,-0.200318489435,0.3192658001,0.1596329,0.1596329,0.0,0.102374014,0.05950072249,0.343662193,-0.446036207,-0.343662193,-0.9651527162,0.9459235113,0.8070537753,0.007726826307,2.389563923e-16,100.0,100.0,-0.3192658001,-0.2193924039,-7.064568926e-05,0.01246737731,-1.319131142e-06,0.7158503561,172871609.5,0.4339155319,0.5751763393,1.0,38.21645008,-37.31359131,566.5529,6.805911412e-17,-0.9651527162,0.3130000788,0.1270599468,0.168887,2.200766,1.882788,0.0683383795,3.897239,0.256592
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPprop.txt,15,979,"(3,+1)",ring,,-1.270389121393,-0.67226097202,0.01221085459,0.006105427294,0.006105427294,0.0,0.01182436445,0.002449748982,-0.002282926224,-0.00954143823,0.002282926224,0.05642916271,0.02408497317,0.1358672211,0.0004378559344,8.760611073e-16,3.957825637e-16,0.2957007528,0.01221085459,0.02142559523,-3.720616756e-07,-0.0003444312353,1.833678953e-06,0.60791934,26341.75358,0.03222012847,0.02500961726,1.0,32.42868155,-32.41382587,9.322088,6.885810487e-18,0.05642916271,0.05908982605,-3.317381243e-06,-2.423699,0.1513,0.106272,-0.001769836953,2.256223,0.443219
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPprop.txt,16,1048,"(3,-1)",bond,,5.583308361541,2.954559546372,0.276305881,0.1381529405,0.1381529405,0.0,0.04270934841,0.008965479451,0.2781368106,-0.320846159,-0.2781368106,-0.9417098487,0.9841436414,0.8873880714,0.006829725179,1.060608815e-15,100.0,100.0,-0.276305881,-0.179365107,-5.135635908e-09,0.004916508741,-1.859487379e-06,0.5894974225,7643585875.0,0.2872494598,0.5054885457,1.0,27.64638457,-26.83570681,508.7084,2.576821729e-16,-0.9417098487,0.4855105159,0.2472359253,0.009217,1.476557,1.463071,0.1140709096,1.90932,0.523747
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPprop.txt,17,1118,"(3,-1)",bond,,-0.368584996611,-0.195046780488,0.3167370542,0.1583685271,0.1583685271,0.0,0.1065163136,0.06438998616,0.338549968,-0.4450662817,-0.338549968,-0.9281346177,0.9402475237,0.79867927,0.007674621326,1.085152385e-15,100.0,100.0,-0.3167370542,-0.2187397862,-0.003552406146,0.01799572538,-1.802857186e-06,0.7191039554,170904326.4,0.4181730912,0.5708464479,1.0,40.22672665,-39.32684769,564.683,3.063793495e-16,-0.9281346177,0.3129094396,0.1192699322,0.22327,2.182221,1.783924,0.06803211015,3.944278,0.253532
pdi_terminal_functionalized,calculations/pdi_terminal_functionalized/multiwfn_analysis/qtaim/pdi_terminal_functionalized_CPprop.txt,18,1188,"(3,-1)",bond,,-2.717738412021,-1.438165232837,0.2815798446,0.1407899223,0.1407899223,0.0,0.04013944985,0.01748893621,0.2844841551,-0.324623605,-0.2844841551,-0.977378821,0.9868138292,0.8964052078,0.006941072732,2.29534725e-15,100.0,100.0,-0.2815798446,-0.1790755889,-3.505046522e-07,0.00518171796,-4.33379811e-07,0.5807422473,9305407660.0,0.2948182732,0.5220395258,1.0,30.92152756,-30.11979662,503.0942,5.693903706e-16,-0.977378821,0.5057566454,0.2781200451,0.010096,1.473619,1.45889,0.118553992,1.871575,0.534309
