system,source_file,cp_index,start_line,signature,cp_type,corresponding_nucleus,position_bohr,position_angstrom,density_of_all_electrons,density_of_alpha_electrons,density_of_beta_electrons,spin_density_of_electrons,lagrangian_kinetic_energy_g_r,g_r_in_x_y_z,hamiltonian_kinetic_energy_k_r,potential_energy_density_v_r,energy_density_e_r_or_h_r,laplacian_of_electron_density,electron_localization_function_elf,localized_orbital_locator_lol,local_information_entropy,interaction_region_indicator_iri,reduced_density_gradient_rdg,reduced_density_gradient_with_promolecular_approximation,sign_lambda2_rho,sign_lambda2_rho_with_promolecular_approximation,corr_hole_for_alpha_ref,source_function_ref,wavefunction_value_for_orbital_1,average_local_ionization_energy_alie,van_der_waals_potential_probe_atom,delta_g_under_promolecular_approximation,delta_g_under_hirshfeld_partition,user_defined_real_space_function,esp_from_nuclear_charges,esp_from_electrons,total_esp,norm_of_gradient_is,total,eigenvalues_of_hessian,determinant_of_hessian,ellipticity_of_electron_density,eta_index,stiffness,eigenvalues_of_stress_tensor,stress_tensor_stiffness,stress_tensor_polarizability
pdi,calculations/pdi/multiwfn_analysis/qtaim/pdi_CPprop.txt,38,2591,"(3,-3)",nuclear,40.0,0.071198281852,0.037676508212,0.4431570602,0.2215785301,0.2215785301,0.0,0.006968291001,0.00325770557,6.595102798,-6.602071089,-6.595102798,-26.35253803,0.999910985,0.9906662619,0.01354320858,4.493272382e-15,100.0,100.0,-0.4431570602,-0.2981807688,-0.0002869665148,0.316025487,-4.620927884e-06,0.6244299372,8.186830759e+26,0.1060374584,0.204922433,1.0,59.91050736,-26.24736136,21123.96,1.835592127e-15,-26.35253803,-8.284415832,-676.1263934,0.00066,-1.090848,-1.090129,-2.073525334,1.092,0.915751
pdi,calculations/pdi/multiwfn_analysis/qtaim/pdi_CPprop.txt,39,2661,"(3,-3)",nuclear,33.0,0.004110344581,0.002175100681,0.4431565273,0.2215782636,0.2215782636,0.0,0.006968133698,0.003258172808,6.595107469,-6.602075603,-6.595107469,-26.35255734,0.9999109886,0.9906664521,0.01354319496,2.356588017e-15,100.0,100.0,-0.4431565273,-0.2981805791,-0.0002953275464,0.3161437455,-1.469208107e-05,0.6244289348,8.187140048e+26,0.1060365885,0.2049205668,1.0,59.9105747,-26.24731942,21124.03,9.627123218e-16,-26.35255734,-8.284424963,-676.1279007,0.00066,-1.090848,-1.090128,-2.073527603,1.091999,0.915752
pdi,calculations/pdi/multiwfn_analysis/qtaim/pdi_CPprop.txt,40,2731,"(3,-3)",nuclear,34.0,0.012931724163,0.006843173725,0.4349461401,0.2174730701,0.2174730701,0.0,0.006208707706,0.002770140531,6.464300513,-6.470509221,-6.464300513,-25.83236722,0.9999247606,0.9914139153,0.01333294867,5.314679948e-15,100.0,100.0,-0.4349461401,-0.2970844352,-0.0001479256798,0.2279391252,-4.92238041e-05,0.6168837671,5.363118095e+26,0.1049550518,0.2016585567,1.0,57.40836317,-24.95310716,20366.0,2.12694444e-15,-25.83236722,-8.095908524,-636.7066483,0.000609,-1.09573,-1.095063,-2.026147186,1.09688,0.911677
pdi,calculations/pdi/multiwfn_analysis/qtaim/pdi_CPprop.txt,41,2801,"(3,-1)",bond,,-0.05429191124,-0.028730042164,0.28881132,0.14440566,0.14440566,0.0,0.03350971007,0.01503853644,0.2963398894,-0.3298495995,-0.2963398894,-1.051320717,0.9915137717,0.9153431094,0.009444561998,1.421915646e-15,100.0,100.0,-0.28881132,-0.1794003636,-6.21818911e-05,0.009998412663,-4.006455189e-06,0.6386997015,15683243770.0,0.3130179587,0.5463671596,1.0,28.14217753,-27.26516572,550.3337,3.627015953e-16,-1.051320717,0.5385068422,0.3402731995,0.00572,1.480354,1.471935,0.1286291028,1.789943,0.558677
pdi,calculations/pdi/multiwfn_analysis/qtaim/pdi_CPprop.txt,42,2871,"(3,-1)",bond,,-0.045438262489,-0.024044893012,0.2883949456,0.1441974728,0.1441974728,0.0,0.03845306093,0.01818954327,0.2973229313,-0.3357759922,-0.2973229313,-1.035479482,0.9888030053,0.9038439978,0.009433026304,1.067398228e-14,100.0,100.0,-0.2883949456,-0.181697553,-9.826446299e-05,0.01340291324,3.326750267e-06,0.6484557926,11445851620.0,0.3017289324,0.5351881205,1.0,29.37515444,-28.48819282,556.5773,2.718397029e-15,-1.035479482,0.5171276975,0.3116309229,0.013816,1.511483,1.490884,0.1225601674,1.870252,0.534687
pdi,calculations/pdi/multiwfn_analysis/qtaim/pdi_CPprop.txt,43,2941,"(3,-1)",bond,,-0.055930135821,-0.029596953279,0.01450257107,0.007251285535,0.007251285535,0.0,0.01119482607,0.0002952075261,-0.001985353491,-0.009209472575,0.001985353491,0.05272071823,0.04656926941,0.1811359706,0.0006911741694,2.134562624e-16,9.264060968e-17,0.062958867,-0.01450257107,-0.02619502724,-8.114764124e-08,-0.0007069529931,3.175508178e-06,0.6583084215,254211.0272,0.04262835526,0.02872105207,1.0,26.37820238,-26.2683113,68.95775,2.02720843e-18,0.05272071823,0.07799775323,1.175967771e-05,0.620809,0.20042,0.123654,-0.0007172944753,6.27084,0.159468
pdi,calculations/pdi/multiwfn_analysis/qtaim/pdi_CPprop.txt,44,3011,"(3,-1)",bond,,-0.063612700584,-0.033662391473,0.2883957675,0.1441978837,0.1441978837,0.0,0.03845321748,0.01818849492,0.2973243385,-0.335777556,-0.2973243385,-1.035484484,0.9888030204,0.9038440568,0.009433049077,9.889868937e-15,100.0,100.0,-0.2883957675,-0.1816981373,-0.0001013233296,0.0134101635,-3.407017615e-06,0.6484566442,11445915650.0,0.3017291372,0.5351888611,1.0,29.37517853,-28.48821299,556.5797,2.518710814e-15,-1.035484484,0.5171253043,0.3116305224,0.013819,1.511494,1.490892,0.1225597635,1.870264,0.534684
pdi,calculations/pdi/multiwfn_analysis/qtaim/pdi_CPprop.txt,45,3081,"(3,+1)",ring,,-0.050182464194,-0.026555416439,0.01344588448,0.00672294224,0.00672294224,0.0,0.01362826684,0.000827009308,-0.002398863117,-0.01122940372,0.002398863117,0.06410851982,0.02498025156,0.138065321,0.0006458999241,1.006620681e-16,4.446565206e-17,0.147835248,0.01344588448,0.02944624432,-1.948989476e-05,-0.0009848515858,4.551476064e-06,0.7318230483,61299.09046,0.0401618991,0.02653949465,1.0,28.20886554,-28.10579425,64.67827,8.796586183e-19,0.06410851982,0.06322968641,-8.943409681e-06,-1.928785,0.181271,0.19517,-0.0025416637,1.777957,0.562443
pdi,calculations/pdi/multiwfn_analysis/qtaim/pdi_CPprop.txt,46,3150,"(3,-1)",bond,,-0.043044358024,-0.022778093324,0.319721413,0.1598607065,0.1598607065,0.0,0.1024982169,0.05951281585,0.3445644264,-0.4470626433,-0.3445644264,-0.9682648382,0.9460425081,0.8072350058,0.0102928276,6.240074215e-16,100.0,100.0,-0.319721413,-0.219631574,-8.492417552e-05,0.01254729456,-4.536962173e-07,0.7229099428,173845087.8,0.4335883685,0.5758243492,1.0,32.69889411,-31.78789789,571.6592,1.780076435e-16,-0.9682648382,0.3131323097,0.127769511,0.167738,2.20442,1.88777,0.06834959675,3.903586,0.256175
pdi,calculations/pdi/multiwfn_analysis/qtaim/pdi_CPprop.txt,47,3220,"(3,-1)",bond,,-0.054936108947,-0.029070936911,0.2888117211,0.1444058605,0.1444058605,0.0,0.03351010044,0.01503881856,0.2963411847,-0.3298512852,-0.2963411847,-1.051324337,0.9915136147,0.915342386,0.009444573109,1.061132894e-15,100.0,100.0,-0.2888117211,-0.1794005046,-6.260381928e-05,0.01000664719,8.774319754e-07,0.6387008806,15682654410.0,0.3130166008,0.546366955,1.0,28.14219782,-27.26518589,550.3338,2.706737085e-16,-1.051324337,0.5385060307,0.34027389,0.005719,1.480358,1.47194,0.1286288407,1.789951,0.558674
pdi,calculations/pdi/multiwfn_analysis/qtaim/pdi_CPprop.txt,48,3290,"(3,-1)",bond,,-0.038020636838,-0.020119654559,0.4189897005,0.2094948503,0.2094948503,0.0,0.6735456208,0.1771590008,0.7631187455,-1.436664366,-0.7631187455,-0.3582924987,0.5000391852,0.5000233043,0.01292211647,1.135886984e-15,100.0,100.0,-0.4189897005,-0.3699661075,-5.937800188e-06,0.002742472195,0.0002071984983,1.387174374,48412290520.0,0.4359221154,0.6569087397,1.0,33.60857521,-31.31335287,1440.275,4.362734711e-16,-0.3582924987,1.812801692,2.129974361,0.114403,0.631223,0.566423,-0.228117062,2.678443,0.373351
pdi,calculations/pdi/multiwfn_analysis/qtaim/pdi_CPprop.txt,49,3360,"(3,-1)",bond,,-0.037896905915,-0.020054178974,0.3253565552,0.1626782776,0.1626782776,0.0,0.1113401701,0.06707449624,0.3554148101,-0.4667549802,-0.3554148101,-0.9762985601,0.940299376,0.7987528356,0.0104458178,2.072536656e-16,100.0,100.0,-0.3253565552,-0.2237721094,-8.069570016e-05,0.01112162275,9.5848945e-06,0.7257673575,190011496.0,0.4370916525,0.5833157031,1.0,33.61557916,-32.68712665,582.6132,6.026952073e-17,-0.9762985601,0.3133342766,0.1290249383,0.217732,2.259961,1.855877,0.06788196123,4.117908,0.242842
pdi,calculations/pdi/multiwfn_analysis/qtaim/pdi_CPprop.txt,50,3430,"(3,-1)",bond,,-0.048225179577,-0.025519666024,0.319720947,0.1598604735,0.1598604735,0.0,0.1024982214,0.05951223451,0.34456322,-0.4470614414,-0.34456322,-0.9682599945,0.9460422556,0.8072346209,0.01029281493,1.081472666e-16,100.0,100.0,-0.319720947,-0.2196313532,-8.427977671e-05,0.01256002676,2.664119127e-06,0.7229102218,173844126.9,0.4335893796,0.5758236858,1.0,32.69889857,-31.78790295,571.6589,3.085060939e-17,-0.9682599945,0.313130212,0.1277672952,0.167735,2.204421,1.887775,0.06834893569,3.903607,0.256173
pdi,calculations/pdi/multiwfn_analysis/qtaim/pdi_CPprop.txt,51,3500,"(3,-1)",bond,,-0.032133046225,-0.017004075779,0.3169408304,0.1584704152,0.1584704152,0.0,0.1066348095,0.06444910689,0.338942816,-0.4455776255,-0.338942816,-0.929232026,0.9402430491,0.7986728503,0.01021715427,1.460342381e-15,100.0,100.0,-0.3169408304,-0.2188435361,-0.003991861469,0.01818493324,1.950766527e-06,0.7259890353,171411544.8,0.4179812159,0.5711110126,1.0,34.78841023,-33.88120175,569.2824,4.126014024e-16,-0.929232026,0.3129268216,0.1194934856,0.22301,2.183851,1.785636,0.06803662682,3.947821,0.253304
pdi,calculations/pdi/multiwfn_analysis/qtaim/pdi_CPprop.txt,52,3570,"(3,-1)",bond,,-0.03072751525,-0.016260300818,0.2805770782,0.1402885391,0.1402885391,0.0,0.06740384971,0.03366520302,0.2687256635,-0.3361295132,-0.2687256635,-0.805287255,0.9632769872,0.836664535,0.009215868618,5.007156777e-16,100.0,100.0,-0.2805770782,-0.1901670081,-4.886968893e-05,0.00761533225,-3.954014554e-05,0.7134865107,90043357.67,0.3455740698,0.521133609,1.0,32.99927275,-32.21343314,493.1222,1.237224743e-16,-0.805287255,0.3299153236,0.1060004301,0.109984,1.810124,1.630767,0.06611196668,3.052937,0.327553
pdi,calculations/pdi/multiwfn_analysis/qtaim/pdi_CPprop.txt,53,3640,"(3,-1)",bond,,-0.042355956365,-0.022413806855,0.3169411291,0.1584705646,0.1584705646,0.0,0.106634325,0.06444779762,0.3389438573,-0.4455781824,-0.3389438573,-0.9292381292,0.9402437361,0.7986738334,0.01021716241,4.307347409e-17,100.0,100.0,-0.3169411291,-0.2188435216,-0.004050892491,0.01820652923,6.80080115e-07,0.7259882446,171411710.2,0.4179799916,0.5711114857,1.0,34.78841053,-33.88120252,569.2821,1.216988185e-17,-0.9292381292,0.3129269302,0.1194947165,0.223011,2.183862,1.785644,0.06803710695,3.947803,0.253305
pdi,calculations/pdi/multiwfn_analysis/qtaim/pdi_CPprop.txt,54,3710,"(3,+1)",ring,,-0.027865141553,-0.014745597888,0.02319385484,0.01159692742,0.01159692742,0.0,0.03099322481,0.003179798657,-0.004217216466,-0.02677600834,0.004217216466,0.1408417651,0.02961492662,0.1487568606,0.00105093505,1.594606407e-15,6.202443606e-16,0.005845248517,0.02319385484,0.05553218794,-5.336265066e-05,-0.002406670875,3.930918642e-06,0.8505082584,112214.1423,0.08331869168,0.04709842736,1.0,33.07772923,-32.90058256,111.1613,2.538421474e-17,0.1408417651,0.08148836911,-9.926308898e-05,-1.213755,0.19802,0.926386,-0.008114403287,1.280785,0.780771
pdi,calculations/pdi/multiwfn_analysis/qtaim/pdi_CPprop.txt,55,3779,"(3,-1)",bond,,-0.036514907058,-0.019322856673,0.3253569326,0.1626784663,0.1626784663,0.0,0.1113405441,0.06707368569,0.3554158339,-0.466756378,-0.3554158339,-0.976301159,0.9402992159,0.7987526063,0.01044582803,4.067686988e-16,100.0,100.0,-0.3253569326,-0.2237723674,-8.264583283e-05,0.01113465384,-8.694205428e-06,0.7257686086,190013267.6,0.4370893704,0.583316025,1.0,33.61558206,-32.68712681,582.615,1.182887923e-16,-0.976301159,0.3133340633,0.1290252716,0.217738,2.259971,1.855877,0.06788190817,4.11792,0.242841
pdi,calculations/pdi/multiwfn_analysis/qtaim/pdi_CPprop.txt,56,3849,"(3,-1)",bond,,-0.022966563033,-0.01215338177,0.3091475637,0.1545737818,0.1545737818,0.0,0.1794209257,0.07228704663,0.431904173,-0.6113250987,-0.431904173,-1.009932989,0.8364833569,0.6934294628,0.01000440767,1.004578317e-15,100.0,100.0,-0.3091475637,-0.2623879985,-1.124070557e-08,0.007994939272,-2.888695713e-05,0.9067479771,2757028767.0,0.2754744897,0.4508730134,1.0,32.76530245,-31.3442228,891.7417,2.761634575e-16,-1.009932989,0.3547886451,0.1648255109,0.099335,2.014293,1.832283,-0.001733407405,177.163846,0.005644
pdi,calculations/pdi/multiwfn_analysis/qtaim/pdi_CPprop.txt,57,3919,"(3,-1)",bond,,-0.028576645139,-0.015122109372,0.282917021,0.1414585105,0.1414585105,0.0,0.07173313265,0.03691609843,0.2742709956,-0.3460041282,-0.2742709956,-0.8101514518,0.9596949215,0.8299408871,0.009280978295,2.324114336e-16,100.0,100.0,-0.282917021,-0.1959609146,-0.01483950531,0.02740959656,-7.971953097e-07,0.7122314033,95975591.53,0.38250889,0.5250065964,1.0,35.84198925,-35.0427013,501.5612,5.795387419e-17,-0.8101514518,0.3156708175,0.09987615243,0.080605,1.852306,1.714138,0.06810402343,3.070456,0.325685
pdi,calculations/pdi/multiwfn_analysis/qtaim/pdi_CPprop.txt,58,3989,"(3,-1)",bond,,-0.019148244982,-0.010132814873,0.3071862134,0.1535931067,0.1535931067,0.0,0.09415187494,0.05406475794,0.3193849139,-0.4135367888,-0.3193849139,-0.9009321557,0.9478773946,0.8100629743,0.009950711462,8.768811483e-16,100.0,100.0,-0.3071862134,-0.2125209146,-9.683299161e-05,0.01158880884,9.118895149e-06,0.7235045793,143480666.8,0.4108728016,0.5590457815,1.0,35.46173779,-34.58553327,549.8271,2.393771137e-16,-0.9009321557,0.3145983475,0.1155833958,0.157941,2.073272,1.790481,0.06793804471,3.664493,0.272889
pdi,calculations/pdi/multiwfn_analysis/qtaim/pdi_CPprop.txt,59,4059,"(3,-1)",bond,,-0.030616297426,-0.01620144688,0.4189890243,0.2094945121,0.2094945121,0.0,0.6735421298,0.1771512988,0.7631111855,-1.436653315,-0.7631111855,-0.3582762229,0.5000404316,0.5000239275,0.01292209899,2.863976724e-15,100.0,100.0,-0.4189890243,-0.369965443,-6.095444169e-06,0.002744720388,-0.0001083835371,1.387170084,48411255100.0,0.4359244126,0.6569093957,1.0,33.60857373,-31.31335862,1440.27,1.099999265e-15,-0.3582762229,1.812796923,2.129928499,0.114393,0.631216,0.566421,-0.2281073327,2.678551,0.373336
pdi,calculations/pdi/multiwfn_analysis/qtaim/pdi_CPprop.txt,60,4129,"(3,+1)",ring,,-0.028490512527,-0.015076529956,0.02319376101,0.01159688051,0.01159688051,0.0,0.03099313334,0.003180273117,-0.004217380883,-0.02677575246,0.004217380883,0.1408420569,0.02961470867,0.1487563806,0.001050931267,1.621085877e-15,6.305445143e-16,0.005852014101,0.02319376101,0.05553205969,-5.38563703e-05,-0.002410906873,-1.203688664e-05,0.8505104307,112213.4842,0.0833176446,0.04709822878,1.0,33.0777158,-32.90056899,111.1614,2.58056212e-17,0.1408420569,0.08148894165,-9.92618641e-05,-1.213754,0.198016,0.926374,-0.008114549067,1.280761,0.780786
pdi,calculations/pdi/multiwfn_analysis/qtaim/pdi_CPprop.txt,61,4198,"(3,-1)",bond,,-0.009025902784,-0.004776302061,0.3386507601,0.1693253801,0.1693253801,0.0,0.04768397929,0.02691132308,0.5043418103,-0.5520257896,-0.5043418103,-1.826631324,0.9899102843,0.9083171716,0.01080482737,2.395733626e-16,100.0,100.0,-0.3386507601,-0.2121692895,-2.236992844e-07,0.0119997408,2.326430553e-05,0.7600755041,1810945108000.0,0.4293656168,0.7496940528,1.0,27.15639117,-25.78766505,858.8893,7.280576821e-17,-1.826631324,0.8101365027,1.407640529,0.037899,1.657625,1.597096,0.1897633994,1.98822,0.502962
pdi,calculations/pdi/multiwfn_analysis/qtaim/pdi_CPprop.txt,62,4268,"(3,-1)",bond,,-0.023884695666,-0.012639236636,0.3014249322,0.1507124661,0.1507124661,0.0,0.08978557379,0.05130348989,0.3079192013,-0.3977047751,-0.3079192013,-0.8725345101,0.9494286615,0.8125018292,0.009792620315,4.398926838e-16,100.0,100.0,-0.3014249322,-0.2084618661,-0.01611210397,0.02953029719,1.192180767e-06,0.7203290369,129599730.5,0.406695904,0.5513806793,1.0,36.76503085,-35.90942284,536.9026,1.176098857e-16,-0.8725345101,0.3170237614,0.1115617645,0.156302,2.012128,1.740141,0.06860374908,3.505981,0.285227
pdi,calculations/pdi/multiwfn_analysis/qtaim/pdi_CPprop.txt,63,4338,"(3,-1)",bond,,-0.026730047073,-0.014144931757,0.2805768772,0.1402884386,0.1402884386,0.0,0.06740367458,0.03366576656,0.2687252473,-0.3361289218,-0.2687252473,-0.8052862907,0.9632770865,0.8366647269,0.009215863021,4.209122709e-16,100.0,100.0,-0.2805768772,-0.1901670425,-5.028987822e-05,0.007623494324,2.266643952e-05,0.7134870838,90044058.89,0.3455720876,0.5211328205,1.0,32.99927644,-32.21343547,493.1231,1.04003667e-16,-0.8052862907,0.3299222463,0.106003795,0.109978,1.810091,1.630745,0.0661138705,3.052867,0.327561
pdi,calculations/pdi/multiwfn_analysis/qtaim/pdi_CPprop.txt,64,4408,"(3,+1)",ring,,-0.009121054802,-0.00482665434,0.02060848273,0.01030424137,0.01030424137,0.0,0.02842766431,0.00293476513,-0.004069328821,-0.02435833549,0.004069328821,0.1299879725,0.02387847651,0.1352923953,0.00094596747,9.618691552e-16,3.845931973e-16,0.01438603756,0.02060848273,0.04903202723,-9.543783448e-06,-0.001273186553,1.341674383e-05,0.8856082147,87336.48941,0.07441123231,0.04308329804,1.0,31.5255614,-31.3296075,122.963,1.344517994e-17,0.1299879725,0.07859857691,-7.281239946e-05,-1.215751,0.179869,0.83369,-0.007426727543,1.266002,0.789888
pdi,calculations/pdi/multiwfn_analysis/qtaim/pdi_CPprop.txt,65,4477,"(3,-1)",bond,,-0.015445731444,-0.008173529086,0.301424079,0.1507120395,0.1507120395,0.0,0.08978503355,0.05129411164,0.3079171315,-0.3977021651,-0.3079171315,-0.872528392,0.9494287862,0.8125020272,0.009792596864,7.965753086e-16,100.0,100.0,-0.301424079,-0.2084614375,-0.01659767062,0.02963306404,2.595992082e-06,0.7203298488,129598481.8,0.4066949432,0.5513793745,1.0,36.76502161,-35.90941486,536.9018,2.129720334e-16,-0.872528392,0.3170220516,0.1115597341,0.156296,2.012121,1.740143,0.06860378716,3.505963,0.285228
pdi,calculations/pdi/multiwfn_analysis/qtaim/pdi_CPprop.txt,66,4547,"(3,-1)",bond,,-0.016090895261,-0.008514935075,0.2998403469,0.1499201734,0.1499201734,0.0,0.09040609732,0.05211036192,0.3051308193,-0.3955369166,-0.3051308193,-0.8588988879,0.9479023994,0.8101025923,0.009749042755,1.981923544e-17,100.0,100.0,-0.2998403469,-0.2082619092,-0.003916205765,0.01689300613,-1.320052129e-06,0.7196791292,128216769.6,0.4048122077,0.5487987812,1.0,36.56796629,-35.71577607,534.7579,5.268245147e-18,-0.8588988879,0.3161880868,0.1085194192,0.164584,1.999498,1.71692,0.0684782716,3.503943,0.285393
pdi,calculations/pdi/multiwfn_analysis/qtaim/pdi_CPprop.txt,67,4617,"(3,-1)",bond,,-0.020278982459,-0.010731175378,0.3071854173,0.1535927087,0.1535927087,0.0,0.09415129222,0.05406727895,0.319384115,-0.4135354072,-0.319384115,-0.900931291,0.9478775793,0.810063262,0.009950689655,4.365062179e-16,100.0,100.0,-0.3071854173,-0.2125202775,-9.923716411e-05,0.01160606948,-1.41860885e-06,0.7235035995,143478544.0,0.4108702835,0.5590447394,1.0,35.46172564,-34.58552459,549.8249,1.191601631e-16,-0.900931291,0.3146000335,0.1155841933,0.157938,2.07326,1.790475,0.06793889207,3.664439,0.272893
pdi,calculations/pdi/multiwfn_analysis/qtaim/pdi_CPprop.txt,68,4687,"(3,-1)",bond,,-0.021593601733,-0.011426841938,0.3091499191,0.1545749596,0.1545749596,0.0,0.1794279389,0.07229022114,0.4319162497,-0.6113441886,-0.4319162497,-1.009953243,0.8364761385,0.693423853,0.01000447212,1.705964774e-15,100.0,100.0,-0.3091499191,-0.2623913145,-1.279051431e-08,0.008002487118,1.276897392e-05,0.9067584584,2757374960.0,0.27547192,0.4508691068,1.0,32.76536278,-31.34425168,891.7614,4.689819308e-16,-1.009953243,0.3547817972,0.1648255417,0.099338,2.014355,1.832334,-0.001741882315,176.304607,0.005672
pdi,calculations/pdi/multiwfn_analysis/qtaim/pdi_CPprop.txt,69,4757,"(3,+1)",ring,,-0.01083189473,-0.005731991842,0.02091915252,0.01045957626,0.01045957626,0.0,0.02729569269,0.002593837055,-0.003807676219,-0.02348801647,0.003807676219,0.1244134756,0.02713300356,0.1431485109,0.000958662789,1.186758544e-15,4.728590998e-16,3.091212127e-06,0.02091915252,0.04983430236,-0.0104589606,-0.8310689669,-2.959652132e-07,0.8474608401,85587.94474,0.0743519041,0.04246013585,1.0,34.43271525,-34.2594127,108.7491,1.686401042e-17,0.1244134756,0.07161188598,-7.177200695e-05,-1.219173,0.206963,0.944293,-0.007242998905,1.227644,0.814568
pdi,calculations/pdi/multiwfn_analysis/qtaim/pdi_CPprop.txt,70,4826,"(3,-1)",bond,,0.005525671098,0.00292405922,0.3091498149,0.1545749075,0.1545749075,0.0,0.1794246561,0.07228812402,0.4319106643,-0.6113353204,-0.4319106643,-1.009944033,0.8364809898,0.6934276231,0.01000446927,1.942302895e-16,100.0,100.0,-0.3091498149,-0.2623898751,-1.178090864e-08,0.007995424758,-1.558798055e-05,0.9067521307,2757166652.0,0.2754760091,0.4508756421,1.0,32.76533189,-31.34423923,891.7499,5.339527744e-17,-1.009944033,0.3547887797,0.164828302,0.099331,2.014305,1.832301,-0.001736475419,176.853089,0.005654
pdi,calculations/pdi/multiwfn_analysis/qtaim/pdi_CPprop.txt,71,4896,"(3,-1)",bond,,0.002643503289,0.001398881697,0.3071833547,0.1535916774,0.1535916774,0.0,0.09415045994,0.05406430059,0.3193795191,-0.4135299791,-0.3193795191,-0.9009162367,0.9478773469,0.8100629003,0.009950633154,3.761945787e-16,100.0,100.0,-0.3071833547,-0.2125190508,-9.593055218e-05,0.01158982076,3.13564308e-06,0.7235020797,143474228.8,0.4108691585,0.5590418702,1.0,35.46171587,-34.58552164,549.8206,1.026951609e-16,-0.9009162367,0.3146033563,0.1155832154,0.157934,2.073215,1.790443,0.06793918937,3.66438,0.272897
pdi,calculations/pdi/multiwfn_analysis/qtaim/pdi_CPprop.txt,72,4966,"(3,-1)",bond,,-0.005570981661,-0.002948036538,0.2998401471,0.1499200735,0.1499200735,0.0,0.09040637833,0.05211096165,0.3051307449,-0.3955371233,-0.3051307449,-0.8588974665,0.9479019827,0.8101019432,0.009749037257,8.463448638e-16,100.0,100.0,-0.2998401471,-0.2082617878,-0.004030222869,0.01693233463,2.513780733e-06,0.7196795609,128216366.9,0.4048128835,0.5487985093,1.0,36.56796215,-35.71577201,534.7578,2.249707848e-16,-0.8588974665,0.3161928639,0.1085216437,0.164589,1.999477,1.716895,0.06847827854,3.503941,0.285393
pdi,calculations/pdi/multiwfn_analysis/qtaim/pdi_CPprop.txt,73,5036,"(3,-1)",bond,,-0.004206973261,-0.002226234377,0.3014276755,0.1507138377,0.1507138377,0.0,0.08978640549,0.05129250366,0.3079233488,-0.3977097542,-0.3079233488,-0.8725477731,0.9494292286,0.8125027288,0.009792695722,3.05066464e-16,100.0,100.0,-0.3014276755,-0.2084634534,-0.01621237737,0.02955205248,-1.640468699e-06,0.7203303378,129604478.9,0.4067026482,0.5513847352,1.0,36.76508492,-35.9094691,536.9075,8.156350966e-17,-0.8725477731,0.3170229241,0.1115638848,0.15629,2.012144,1.740173,0.06860337914,3.506035,0.285222
pdi,calculations/pdi/multiwfn_analysis/qtaim/pdi_CPprop.txt,74,5106,"(3,+1)",ring,,-0.012505981296,-0.006617880302,0.02060831897,0.01030415949,0.01030415949,0.0,0.02842759498,0.00293424531,-0.004069715628,-0.02435787935,0.004069715628,0.1299892424,0.02387797278,0.1352911313,0.0009459607718,6.225308435e-16,2.489128278e-16,0.01438707184,0.02060831897,0.04903214061,-9.880327113e-06,-0.001274669468,-2.337359818e-05,0.8856113915,87336.96423,0.0744113373,0.04308295564,1.0,31.52556873,-31.32961267,122.9644,8.701771963e-18,0.1299892424,0.07859963966,-7.282262951e-05,-1.215767,0.179885,0.8337,-0.007426072601,1.26616,0.78979
pdi,calculations/pdi/multiwfn_analysis/qtaim/pdi_CPprop.txt,75,5175,"(3,-1)",bond,,0.013587179232,0.00719002561,0.2805756587,0.1402878294,0.1402878294,0.0,0.06740326957,0.0336647936,0.2687232142,-0.3361264838,-0.2687232142,-0.8052797787,0.9632769994,0.836664559,0.009215829091,6.995181943e-16,100.0,100.0,-0.2805756587,-0.1901661815,-4.885597386e-05,0.0076161219,-2.451617699e-05,0.7134848644,90042032.12,0.3455707011,0.5211311224,1.0,32.99926747,-32.21343205,493.1196,1.728438794e-16,-0.8052797787,0.3299213871,0.1060021307,0.10998,1.810086,1.630737,0.06611320194,3.052868,0.327561
pdi,calculations/pdi/multiwfn_analysis/qtaim/pdi_CPprop.txt,76,5245,"(3,-1)",bond,,0.000230161549,0.000121796247,0.3014284317,0.1507142158,0.1507142158,0.0,0.08978700019,0.05130394651,0.3079246381,-0.3977116382,-0.3079246381,-0.8725505515,0.9494289942,0.8125023567,0.009792716507,4.661887229e-16,100.0,100.0,-0.3014284317,-0.2084639299,-0.01669836285,0.02965494262,-3.787899458e-06,0.7203307202,129606002.4,0.406702762,0.5513857935,1.0,36.76509235,-35.90947412,536.909,1.246419971e-16,-0.8725505515,0.3170235377,0.1115647228,0.156292,2.012148,1.740173,0.06860299753,3.506068,0.28522
pdi,calculations/pdi/multiwfn_analysis/qtaim/pdi_CPprop.txt,77,5315,"(3,-1)",bond,,-0.012665802943,-0.006702454275,0.3386507024,0.1693253512,0.1693253512,0.0,0.04768393552,0.02691192539,0.5043421904,-0.552026126,-0.5043421904,-1.82663302,0.989910297,0.9083172244,0.01080482582,1.13525167e-15,100.0,100.0,-0.3386507024,-0.2121692859,-2.361047971e-07,0.01200904526,-3.32422087e-05,0.7600754223,1810970471000.0,0.4293650059,0.7496938351,1.0,27.15639991,-25.78767191,858.8905,3.450001852e-16,-1.82663302,0.8101361207,1.407641273,0.037899,1.657626,1.597098,0.1897629603,1.988224,0.502961
