system,source_file,energy_ev,tdos,opdos,pdos_fragment_1,pdos_fragment_2,pdos_fragment_3,pdos_fragment_4,pdos_fragment_5,pdos_fragment_6,pdos_fragment_7,pdos_fragment_8,pdos_fragment_9,pdos_fragment_10,energy_homo_aligned_ev,tdos_per_atom,pdos_fragment_1_per_atom,pdos_fragment_2_per_atom,pdos_fragment_3_per_atom,pdos_fragment_4_per_atom
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.42014,0.154584,-0.000266,0.153273,0.000209,9.3e-05,0.00101,0.0,0.0,0.0,0.0,0.0,0.0,8.694778333948541,0.0038646,0.0038318249999999996,5.225e-06,2.3249999999999998e-06,2.525e-05
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.42548,0.146892,-0.000246,0.14565,0.000196,8.6e-05,0.00096,0.0,0.0,0.0,0.0,0.0,0.0,8.700118333948542,0.0036723,0.00364125,4.9e-06,2.15e-06,2.4e-05
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.43081,0.139346,-0.000227,0.138171,0.000184,7.9e-05,0.000911,0.0,0.0,0.0,0.0,0.0,0.0,8.70544833394854,0.00348365,0.0034542749999999997,4.6e-06,1.9749999999999997e-06,2.2775e-05
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.43615,0.131963,-0.00021,0.130854,0.000173,7.3e-05,0.000863,0.0,0.0,0.0,0.0,0.0,0.0,8.71078833394854,0.003299075,0.00327135,4.325e-06,1.8249999999999999e-06,2.1575000000000003e-05
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.44148,0.124759,-0.000194,0.123714,0.000162,6.7e-05,0.000816,0.0,0.0,0.0,0.0,0.0,0.0,8.716118333948542,0.003118975,0.0030928500000000003,4.05e-06,1.675e-06,2.04e-05
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.44682,0.117751,-0.000179,0.116766,0.000152,6.2e-05,0.00077,0.0,0.0,0.0,0.0,0.0,0.0,8.721458333948542,0.002943775,0.0029191499999999997,3.8e-06,1.55e-06,1.925e-05
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.45215,0.110949,-0.000165,0.110023,0.000142,5.7e-05,0.000726,0.0,0.0,0.0,0.0,0.0,0.0,8.72678833394854,0.0027737250000000003,0.002750575,3.5500000000000003e-06,1.4250000000000001e-06,1.815e-05
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.45749,0.104366,-0.000153,0.103497,0.000133,5.3e-05,0.000683,0.0,0.0,0.0,0.0,0.0,0.0,8.732128333948541,0.00260915,0.002587425,3.3250000000000004e-06,1.325e-06,1.7075e-05
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.46282,0.098011,-0.000141,0.097197,0.000124,4.9e-05,0.000641,0.0,0.0,0.0,0.0,0.0,0.0,8.737458333948542,0.002450275,0.0024299250000000003,3.1e-06,1.225e-06,1.6025e-05
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.46816,0.091893,-0.00013,0.091131,0.000116,4.5e-05,0.000601,0.0,0.0,0.0,0.0,0.0,0.0,8.74279833394854,0.0022973250000000002,0.002278275,2.9e-06,1.125e-06,1.5025e-05
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.47349,0.086019,-0.00012,0.085306,0.000108,4.2e-05,0.000563,0.0,0.0,0.0,0.0,0.0,0.0,8.748128333948541,0.0021504749999999998,0.0021326500000000003,2.7e-06,1.05e-06,1.4075e-05
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.47883,0.080392,-0.000111,0.079727,0.0001,3.9e-05,0.000526,0.0,0.0,0.0,0.0,0.0,0.0,8.753468333948542,0.0020098,0.0019931750000000002,2.5e-06,9.75e-07,1.315e-05
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.48416,0.075018,-0.000102,0.074398,9.3e-05,3.6e-05,0.000491,0.0,0.0,0.0,0.0,0.0,0.0,8.75879833394854,0.00187545,0.0018599500000000002,2.3249999999999998e-06,9.000000000000001e-07,1.2275e-05
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.4895,0.069899,-9.4e-05,0.069322,8.6e-05,3.3e-05,0.000457,0.0,0.0,0.0,0.0,0.0,0.0,8.76413833394854,0.001747475,0.0017330499999999999,2.15e-06,8.25e-07,1.1425e-05
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.49483,0.065036,-8.6e-05,0.0645,8e-05,3.1e-05,0.000426,0.0,0.0,0.0,0.0,0.0,0.0,8.769468333948542,0.0016259,0.0016125,2.0000000000000003e-06,7.75e-07,1.065e-05
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.50017,0.06043,-7.9e-05,0.059931,7.4e-05,2.9e-05,0.000395,0.0,0.0,0.0,0.0,0.0,0.0,8.774808333948542,0.00151075,0.0014982749999999999,1.8499999999999999e-06,7.25e-07,9.875e-06
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.5055,0.056079,-7.3e-05,0.055617,6.9e-05,2.7e-05,0.000367,0.0,0.0,0.0,0.0,0.0,0.0,8.78013833394854,0.001401975,0.001390425,1.725e-06,6.75e-07,9.175e-06
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.51084,0.051982,-6.7e-05,0.051554,6.3e-05,2.5e-05,0.00034,0.0,0.0,0.0,0.0,0.0,0.0,8.785478333948541,0.00129955,0.00128885,1.575e-06,6.25e-07,8.5e-06
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.51617,0.048137,-6.2e-05,0.04774,5.8e-05,2.4e-05,0.000315,0.0,0.0,0.0,0.0,0.0,0.0,8.790808333948542,0.001203425,0.0011935,1.45e-06,6e-07,7.875e-06
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.52151,0.04454,-5.7e-05,0.044173,5.4e-05,2.2e-05,0.000291,0.0,0.0,0.0,0.0,0.0,0.0,8.79614833394854,0.0011135000000000001,0.001104325,1.35e-06,5.5e-07,7.275000000000001e-06
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.52684,0.041188,-5.2e-05,0.040848,5e-05,2.1e-05,0.000269,0.0,0.0,0.0,0.0,0.0,0.0,8.801478333948541,0.0010297000000000001,0.0010212,1.25e-06,5.25e-07,6.724999999999999e-06
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.53218,0.038076,-4.8e-05,0.037761,4.6e-05,2e-05,0.000249,0.0,0.0,0.0,0.0,0.0,0.0,8.806818333948542,0.0009519,0.000944025,1.15e-06,5.000000000000001e-07,6.225e-06
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.53751,0.0352,-4.4e-05,0.034909,4.2e-05,2e-05,0.00023,0.0,0.0,0.0,0.0,0.0,0.0,8.81214833394854,0.00088,0.0008727250000000001,1.05e-06,5.000000000000001e-07,5.75e-06
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.54285,0.032555,-4e-05,0.032286,3.9e-05,1.9e-05,0.000212,0.0,0.0,0.0,0.0,0.0,0.0,8.81748833394854,0.000813875,0.0008071500000000001,9.75e-07,4.75e-07,5.3e-06
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.54818,0.030137,-3.7e-05,0.029887,3.5e-05,1.9e-05,0.000196,0.0,0.0,0.0,0.0,0.0,0.0,8.822818333948542,0.0007534250000000001,0.000747175,8.749999999999999e-07,4.75e-07,4.9e-06
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.55352,0.02794,-3.4e-05,0.027707,3.3e-05,1.8e-05,0.000182,0.0,0.0,0.0,0.0,0.0,0.0,8.828158333948542,0.0006985,0.000692675,8.25e-07,4.5000000000000003e-07,4.5500000000000005e-06
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.55885,0.02596,-3.1e-05,0.025743,3e-05,1.8e-05,0.000168,0.0,0.0,0.0,0.0,0.0,0.0,8.83348833394854,0.0006490000000000001,0.000643575,7.5e-07,4.5000000000000003e-07,4.2e-06
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.56419,0.024191,-2.9e-05,0.023988,2.8e-05,1.9e-05,0.000157,0.0,0.0,0.0,0.0,0.0,0.0,8.838828333948541,0.000604775,0.0005997,7e-07,4.75e-07,3.925e-06
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.56952,0.02263,-2.6e-05,0.022439,2.5e-05,1.9e-05,0.000146,0.0,0.0,0.0,0.0,0.0,0.0,8.844158333948542,0.0005657500000000001,0.000560975,6.25e-07,4.75e-07,3.6499999999999998e-06
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.57486,0.021272,-2.5e-05,0.021091,2.4e-05,2e-05,0.000137,0.0,0.0,0.0,0.0,0.0,0.0,8.84949833394854,0.0005318,0.000527275,6e-07,5.000000000000001e-07,3.425e-06
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.58019,0.020113,-2.3e-05,0.019941,2.2e-05,2.1e-05,0.000129,0.0,0.0,0.0,0.0,0.0,0.0,8.854828333948541,0.0005028249999999999,0.000498525,5.5e-07,5.25e-07,3.2249999999999996e-06
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.58553,0.01915,-2.1e-05,0.018985,2e-05,2.2e-05,0.000122,0.0,0.0,0.0,0.0,0.0,0.0,8.860168333948542,0.00047875,0.00047462499999999995,5.000000000000001e-07,5.5e-07,3.05e-06
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.59086,0.01838,-2e-05,0.018221,1.9e-05,2.3e-05,0.000117,0.0,0.0,0.0,0.0,0.0,0.0,8.86549833394854,0.0004595,0.00045552500000000003,4.75e-07,5.75e-07,2.925e-06
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.5962,0.017801,-1.9e-05,0.017645,1.8e-05,2.5e-05,0.000113,0.0,0.0,0.0,0.0,0.0,0.0,8.87083833394854,0.00044502500000000004,0.000441125,4.5000000000000003e-07,6.25e-07,2.825e-06
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.60153,0.01741,-1.8e-05,0.017256,1.7e-05,2.7e-05,0.00011,0.0,0.0,0.0,0.0,0.0,0.0,8.876168333948542,0.00043525,0.0004314,4.25e-07,6.75e-07,2.75e-06
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.60687,0.017206,-1.8e-05,0.017052,1.7e-05,2.9e-05,0.000108,0.0,0.0,0.0,0.0,0.0,0.0,8.881508333948542,0.00043014999999999997,0.0004263,4.25e-07,7.25e-07,2.7e-06
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.6122,0.017189,-1.7e-05,0.017034,1.6e-05,3.2e-05,0.000107,0.0,0.0,0.0,0.0,0.0,0.0,8.88683833394854,0.000429725,0.00042585,4e-07,8e-07,2.675e-06
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.61754,0.017359,-1.7e-05,0.017201,1.6e-05,3.5e-05,0.000108,0.0,0.0,0.0,0.0,0.0,0.0,8.892178333948541,0.00043397499999999996,0.000430025,4e-07,8.749999999999999e-07,2.7e-06
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.62287,0.017716,-1.7e-05,0.017553,1.5e-05,3.8e-05,0.000109,0.0,0.0,0.0,0.0,0.0,0.0,8.897508333948542,0.0004429,0.000438825,3.75e-07,9.5e-07,2.725e-06
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.62821,0.018262,-1.7e-05,0.018092,1.5e-05,4.2e-05,0.000112,0.0,0.0,0.0,0.0,0.0,0.0,8.90284833394854,0.00045655,0.0004523,3.75e-07,1.05e-06,2.8e-06
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.63354,0.018997,-1.7e-05,0.018819,1.6e-05,4.6e-05,0.000116,0.0,0.0,0.0,0.0,0.0,0.0,8.908178333948541,0.000474925,0.000470475,4e-07,1.15e-06,2.9e-06
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.63888,0.019925,-1.8e-05,0.019737,1.6e-05,5.1e-05,0.000121,0.0,0.0,0.0,0.0,0.0,0.0,8.913518333948542,0.000498125,0.000493425,4e-07,1.275e-06,3.025e-06
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.64421,0.021048,-1.9e-05,0.020848,1.6e-05,5.6e-05,0.000128,0.0,0.0,0.0,0.0,0.0,0.0,8.91884833394854,0.0005262,0.0005212,4e-07,1.4e-06,3.2e-06
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.64955,0.02237,-2e-05,0.022156,1.7e-05,6.1e-05,0.000135,0.0,0.0,0.0,0.0,0.0,0.0,8.92418833394854,0.0005592500000000001,0.0005539,4.25e-07,1.525e-06,3.375e-06
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.65488,0.023894,-2.1e-05,0.023664,1.8e-05,6.7e-05,0.000144,0.0,0.0,0.0,0.0,0.0,0.0,8.929518333948542,0.00059735,0.0005916000000000001,4.5000000000000003e-07,1.675e-06,3.6000000000000003e-06
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.66022,0.025624,-2.2e-05,0.025377,1.9e-05,7.4e-05,0.000154,0.0,0.0,0.0,0.0,0.0,0.0,8.934858333948542,0.0006406000000000001,0.000634425,4.75e-07,1.8499999999999999e-06,3.85e-06
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.66556,0.027565,-2.3e-05,0.027298,2e-05,8.1e-05,0.000165,0.0,0.0,0.0,0.0,0.0,0.0,8.94019833394854,0.000689125,0.00068245,5.000000000000001e-07,2.025e-06,4.125e-06
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.67089,0.029721,-2.5e-05,0.029433,2.1e-05,8.9e-05,0.000178,0.0,0.0,0.0,0.0,0.0,0.0,8.945528333948541,0.000743025,0.0007358250000000001,5.25e-07,2.225e-06,4.45e-06
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.67623,0.032098,-2.7e-05,0.031786,2.3e-05,9.7e-05,0.000192,0.0,0.0,0.0,0.0,0.0,0.0,8.950868333948542,0.00080245,0.00079465,5.75e-07,2.425e-06,4.8e-06
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.68156,0.034699,-2.9e-05,0.034362,2.4e-05,0.000106,0.000207,0.0,0.0,0.0,0.0,0.0,0.0,8.95619833394854,0.000867475,0.0008590499999999999,6e-07,2.65e-06,5.175e-06
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.6869,0.037531,-3.1e-05,0.037165,2.6e-05,0.000116,0.000224,0.0,0.0,0.0,0.0,0.0,0.0,8.96153833394854,0.000938275,0.0009291249999999999,6.499999999999999e-07,2.9e-06,5.6e-06
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.69223,0.040597,-3.3e-05,0.040201,2.8e-05,0.000126,0.000242,0.0,0.0,0.0,0.0,0.0,0.0,8.966868333948542,0.001014925,0.001005025,7e-07,3.15e-06,6.05e-06
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.69757,0.043902,-3.6e-05,0.043474,3e-05,0.000137,0.000262,0.0,0.0,0.0,0.0,0.0,0.0,8.972208333948542,0.0010975499999999999,0.0010868499999999999,7.5e-07,3.425e-06,6.550000000000001e-06
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.7029,0.047451,-3.9e-05,0.046987,3.3e-05,0.000148,0.000283,0.0,0.0,0.0,0.0,0.0,0.0,8.97753833394854,0.001186275,0.001174675,8.25e-07,3.6999999999999997e-06,7.075e-06
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.70824,0.051246,-4.2e-05,0.050745,3.5e-05,0.000161,0.000305,0.0,0.0,0.0,0.0,0.0,0.0,8.982878333948541,0.00128115,0.001268625,8.749999999999999e-07,4.0250000000000004e-06,7.625e-06
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.71357,0.055292,-4.5e-05,0.05475,3.8e-05,0.000174,0.000329,0.0,0.0,0.0,0.0,0.0,0.0,8.988208333948542,0.0013823,0.00136875,9.5e-07,4.35e-06,8.225e-06
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.71891,0.059589,-4.8e-05,0.059006,4.1e-05,0.000188,0.000355,0.0,0.0,0.0,0.0,0.0,0.0,8.99354833394854,0.0014897250000000001,0.0014751500000000002,1.025e-06,4.7e-06,8.875e-06
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.72424,0.064141,-5.2e-05,0.063513,4.4e-05,0.000203,0.000382,0.0,0.0,0.0,0.0,0.0,0.0,8.998878333948541,0.0016035250000000002,0.001587825,1.1e-06,5.075e-06,9.55e-06
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.72958,0.068947,-5.6e-05,0.068272,4.7e-05,0.000218,0.00041,0.0,0.0,0.0,0.0,0.0,0.0,9.004218333948542,0.0017236749999999998,0.0017068,1.175e-06,5.45e-06,1.025e-05
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.73491,0.074008,-6e-05,0.073283,5.1e-05,0.000234,0.00044,0.0,0.0,0.0,0.0,0.0,0.0,9.00954833394854,0.0018502000000000002,0.001832075,1.275e-06,5.85e-06,1.1e-05
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.74025,0.079322,-6.4e-05,0.078544,5.4e-05,0.000252,0.000472,0.0,0.0,0.0,0.0,0.0,0.0,9.01488833394854,0.00198305,0.0019636000000000002,1.35e-06,6.3e-06,1.1799999999999999e-05
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.74558,0.084886,-6.9e-05,0.084054,5.8e-05,0.000269,0.000505,0.0,0.0,0.0,0.0,0.0,0.0,9.020218333948542,0.00212215,0.00210135,1.45e-06,6.724999999999999e-06,1.2625e-05
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.75092,0.090696,-7.3e-05,0.089807,6.2e-05,0.000288,0.000539,0.0,0.0,0.0,0.0,0.0,0.0,9.025558333948542,0.0022674,0.002245175,1.55e-06,7.2000000000000005e-06,1.3474999999999999e-05
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.75625,0.096747,-7.8e-05,0.095799,6.6e-05,0.000307,0.000575,0.0,0.0,0.0,0.0,0.0,0.0,9.03088833394854,0.002418675,0.0023949749999999997,1.65e-06,7.675e-06,1.4375e-05
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.76159,0.103032,-8.3e-05,0.102022,7e-05,0.000327,0.000613,0.0,0.0,0.0,0.0,0.0,0.0,9.036228333948541,0.0025758,0.00255055,1.7499999999999998e-06,8.174999999999999e-06,1.5325e-05
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.76692,0.109543,-8.9e-05,0.108469,7.5e-05,0.000348,0.000651,0.0,0.0,0.0,0.0,0.0,0.0,9.041558333948542,0.002738575,0.002711725,1.8749999999999998e-06,8.7e-06,1.6275e-05
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.77226,0.116269,-9.4e-05,0.115128,7.9e-05,0.00037,0.000691,0.0,0.0,0.0,0.0,0.0,0.0,9.04689833394854,0.0029067249999999998,0.0028782,1.9749999999999997e-06,9.25e-06,1.7275e-05
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.77759,0.123198,-0.0001,0.12199,8.4e-05,0.000392,0.000732,0.0,0.0,0.0,0.0,0.0,0.0,9.052228333948541,0.00307995,0.00304975,2.1e-06,9.8e-06,1.83e-05
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.78293,0.130317,-0.000105,0.129039,8.9e-05,0.000415,0.000775,0.0,0.0,0.0,0.0,0.0,0.0,9.057568333948542,0.0032579249999999996,0.003225975,2.225e-06,1.0375e-05,1.9375e-05
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.78826,0.13761,-0.000111,0.136261,9.4e-05,0.000438,0.000818,0.0,0.0,0.0,0.0,0.0,0.0,9.06289833394854,0.00344025,0.0034065249999999997,2.35e-06,1.095e-05,2.0450000000000002e-05
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.7936,0.145062,-0.000117,0.143639,9.9e-05,0.000462,0.000862,0.0,0.0,0.0,0.0,0.0,0.0,9.06823833394854,0.00362655,0.0035909749999999997,2.475e-06,1.155e-05,2.1550000000000002e-05
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.79893,0.152652,-0.000123,0.151155,0.000104,0.000486,0.000907,0.0,0.0,0.0,0.0,0.0,0.0,9.073568333948542,0.0038163000000000003,0.003778875,2.5999999999999997e-06,1.215e-05,2.2675000000000002e-05
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.80427,0.160361,-0.00013,0.158788,0.000109,0.00051,0.000953,0.0,0.0,0.0,0.0,0.0,0.0,9.078908333948542,0.004009025,0.0039697000000000005,2.725e-06,1.2750000000000002e-05,2.3825e-05
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.8096,0.168166,-0.000136,0.166517,0.000115,0.000535,0.001,0.0,0.0,0.0,0.0,0.0,0.0,9.08423833394854,0.00420415,0.004162925,2.875e-06,1.3375e-05,2.5e-05
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.81494,0.176045,-0.000142,0.174318,0.00012,0.00056,0.001047,0.0,0.0,0.0,0.0,0.0,0.0,9.089578333948541,0.0044011250000000005,0.00435795,3e-06,1.3999999999999998e-05,2.6175e-05
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.82027,0.183971,-0.000149,0.182166,0.000125,0.000585,0.001094,0.0,0.0,0.0,0.0,0.0,0.0,9.094908333948542,0.004599275,0.00455415,3.125e-06,1.4625e-05,2.7349999999999997e-05
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.82561,0.191918,-0.000155,0.190036,0.000131,0.000611,0.001141,0.0,0.0,0.0,0.0,0.0,0.0,9.10024833394854,0.0047979500000000005,0.004750900000000001,3.2750000000000004e-06,1.5275e-05,2.8525000000000002e-05
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.83094,0.199859,-0.000162,0.197899,0.000136,0.000636,0.001188,0.0,0.0,0.0,0.0,0.0,0.0,9.105578333948541,0.004996475,0.004947475,3.4e-06,1.59e-05,2.97e-05
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.83628,0.207765,-0.000168,0.205727,0.000142,0.000661,0.001235,0.0,0.0,0.0,0.0,0.0,0.0,9.110918333948542,0.005194125,0.005143175,3.5500000000000003e-06,1.6525000000000002e-05,3.0875e-05
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.84161,0.215606,-0.000174,0.213492,0.000147,0.000686,0.001282,0.0,0.0,0.0,0.0,0.0,0.0,9.11624833394854,0.00539015,0.0053373,3.675e-06,1.715e-05,3.205e-05
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.84695,0.223352,-0.000181,0.221161,0.000152,0.000711,0.001328,0.0,0.0,0.0,0.0,0.0,0.0,9.12158833394854,0.0055838,0.005529025,3.8e-06,1.7775000000000002e-05,3.32e-05
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.85228,0.230971,-0.000187,0.228706,0.000157,0.000735,0.001373,0.0,0.0,0.0,0.0,0.0,0.0,9.126918333948542,0.005774275000000001,0.0057176499999999995,3.925e-06,1.8375e-05,3.4325e-05
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.85762,0.238432,-0.000193,0.236093,0.000162,0.000759,0.001417,0.0,0.0,0.0,0.0,0.0,0.0,9.132258333948542,0.0059608000000000005,0.005902325,4.05e-06,1.8975e-05,3.5425e-05
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.86295,0.245703,-0.000199,0.243293,0.000167,0.000782,0.001461,0.0,0.0,0.0,0.0,0.0,0.0,9.13758833394854,0.006142575,0.006082325,4.175e-06,1.955e-05,3.6525e-05
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.86829,0.252752,-0.000204,0.250273,0.000172,0.000804,0.001502,0.0,0.0,0.0,0.0,0.0,0.0,9.142928333948541,0.006318799999999999,0.006256825000000001,4.3e-06,2.01e-05,3.7550000000000005e-05
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.87362,0.259549,-0.00021,0.257003,0.000177,0.000826,0.001543,0.0,0.0,0.0,0.0,0.0,0.0,9.148258333948542,0.006488724999999999,0.006425075,4.425e-06,2.065e-05,3.8575e-05
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.87896,0.266061,-0.000215,0.263451,0.000181,0.000847,0.001582,0.0,0.0,0.0,0.0,0.0,0.0,9.15359833394854,0.006651525,0.006586275,4.525e-06,2.1175e-05,3.955e-05
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.88429,0.272259,-0.00022,0.269588,0.000185,0.000867,0.001618,0.0,0.0,0.0,0.0,0.0,0.0,9.158928333948541,0.006806474999999999,0.0067396999999999995,4.625e-06,2.1675e-05,4.045e-05
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.88963,0.278113,-0.000225,0.275385,0.000189,0.000885,0.001653,0.0,0.0,0.0,0.0,0.0,0.0,9.164268333948542,0.006952825,0.006884625,4.7250000000000005e-06,2.2125000000000002e-05,4.1325e-05
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.89496,0.283596,-0.000229,0.280814,0.000193,0.000903,0.001686,0.0,0.0,0.0,0.0,0.0,0.0,9.16959833394854,0.0070899000000000005,0.00702035,4.825e-06,2.2575e-05,4.215e-05
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.9003,0.28868,-0.000233,0.285848,0.000197,0.000919,0.001716,0.0,0.0,0.0,0.0,0.0,0.0,9.17493833394854,0.0072169999999999995,0.0071462,4.9249999999999994e-06,2.2975e-05,4.29e-05
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.90564,0.29334,-0.000237,0.290463,0.0002,0.000934,0.001744,0.0,0.0,0.0,0.0,0.0,0.0,9.180278333948541,0.0073335,0.007261575000000001,5e-06,2.3350000000000002e-05,4.36e-05
pdi,calculations/pdi/multiwfn_analysis/dos/pdi_dos_curve.txt,0.91097,0.297553,-0.000241,0.294635,0.000203,0.000947,0.001769,0.0,0.0,0.0,0.0,0.0,0.0,9.185608333948542,0.0074388250000000005,0.007365874999999999,5.075e-06,2.3675e-05,4.4225e-05
